반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,물품상태,사유
2026-01-21,2026-01-30,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201818257,2018-04-13,4549000,2018-04-18,시설팀(ERICA),반납,정비필요품,고장/파손
2020-05-07,2020-05-14,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201818258,2018-04-13,4549000,2018-04-18,시설팀(ERICA),반납,정비필요품,고장/파손
2022-11-22,2022-11-30,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201818259,2018-04-13,4549000,2018-04-18,시설팀(ERICA),반납,폐품,사용연한경과
2024-07-03,2024-07-13,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201618271,2016-10-21,195000,2016-11-03,공학대학RC행정팀(ERICA),반납,신품,잉여물품
2025-08-09,2025-08-17,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201618272,2016-10-21,195000,2016-11-03,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-05-18,2020-05-27,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201618273,2016-10-21,195000,2016-11-03,공학대학RC행정팀(ERICA),반납,중고품,사업종료
2025-03-02,,badbergjr,박대리,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201618274,2016-10-21,195000,2016-11-03,공학대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2020-10-23,2020-11-01,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201818275,2018-01-21,2094000,2018-01-28,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-09-28,2022-10-11,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201818276,2018-01-21,2094000,2018-01-28,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2024-05-10,2024-05-23,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202218279,2022-12-25,13023000,2022-12-30,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2025-07-13,2025-07-19,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202218281,2022-12-25,13023000,2022-12-30,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-10-22,2024-11-05,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202218285,2022-12-25,13023000,2022-12-30,글로벌문화통상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2024-05-09,2024-05-20,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202218288,2022-12-25,13023000,2022-12-30,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2026-01-04,,badbergjr,박대리,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201618295,2016-12-06,1295000,2016-12-17,학생지원팀(ERICA),운용,폐품,사용연한경과
2019-05-22,2019-06-01,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201618296,2016-12-06,1295000,2016-12-17,학생지원팀(ERICA),반납,폐품,사용연한경과
2024-11-13,,badbergjr,박대리,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201618299,2016-12-06,1295000,2016-12-17,학생지원팀(ERICA),운용,중고품,불용결정
2022-04-22,2022-04-29,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201918302,2019-12-13,175000,2019-12-24,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-04-30,2023-05-11,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202018307,2020-01-23,1581000,2020-02-04,시설팀(ERICA),반납,중고품,불용결정
2025-11-28,2025-12-11,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202018311,2020-01-23,1581000,2020-02-04,시설팀(ERICA),반납,중고품,불용결정
2021-02-19,2021-03-03,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201618317,2016-03-08,10409000,2016-03-22,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-12-09,2023-12-20,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201618318,2016-03-08,10409000,2016-03-22,공학대학RC행정팀(ERICA),반납,신품,잉여물품
2018-02-24,2018-03-10,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201618320,2016-03-08,10409000,2016-03-22,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2023-06-20,2023-06-26,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201618322,2016-03-08,10409000,2016-03-22,공학대학RC행정팀(ERICA),반납,중고품,사업종료
2021-10-27,2021-11-05,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518362,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,사업종료
2025-09-09,2025-09-15,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518363,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,신품,잉여물품
2023-05-11,2023-05-17,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518366,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,폐품,사용연한경과
2022-12-26,2022-12-30,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518367,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,신품,잉여물품
2024-12-17,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518368,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),운용,신품,잉여물품
2024-04-07,2024-04-12,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518370,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-08-30,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518371,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),운용,정비필요품,고장/파손
2025-06-19,2025-06-25,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518372,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,폐품,사용연한경과
2021-09-11,2021-09-19,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518373,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,정비필요품,고장/파손
2019-09-13,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518374,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),운용,폐품,사용연한경과
2025-01-27,2025-02-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518375,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,사업종료
2020-04-13,2020-04-16,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518376,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,불용결정
2017-09-09,2017-09-20,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518377,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,폐품,사용연한경과
2024-12-11,2024-12-23,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518378,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,불용결정
2019-10-02,2019-10-13,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518379,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,폐품,사용연한경과
2020-12-24,2020-12-31,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518380,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,폐품,사용연한경과
2017-05-04,2017-05-11,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518382,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,불용결정
2024-02-22,2024-02-29,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518384,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,폐품,사용연한경과
2026-01-20,2026-01-25,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518385,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,사업종료
2019-02-17,2019-02-21,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518386,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,불용결정
2023-01-05,2023-01-12,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518387,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,불용결정
2025-09-27,2025-10-02,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518388,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,불용결정
2020-09-29,2020-10-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518390,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,폐품,사용연한경과
2024-06-17,2024-06-25,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201518392,2015-12-28,10138000,2016-01-08,학생지원팀(ERICA),반납,중고품,사업종료
2023-04-16,2023-04-28,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118397,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2025-06-21,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118398,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2023-10-16,2023-10-30,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118402,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-10-15,2022-10-20,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118404,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-11-05,2022-11-13,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118405,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-10-14,2025-10-23,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118408,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-09-20,2024-09-30,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118409,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-10-01,2022-10-15,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118412,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,불용결정
2024-09-13,2024-09-22,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118416,2021-05-20,7725000,2021-05-26,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2019-10-28,2019-11-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818423,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-05-24,2023-06-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818426,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-05-03,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818427,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),운용,중고품,불용결정
2024-10-27,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818428,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),운용,신품,잉여물품
2024-05-13,2024-05-25,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818429,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,불용결정
2019-11-20,2019-12-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818430,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-06-30,2025-07-12,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818431,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2019-09-22,2019-10-05,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818432,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-01-12,2023-01-26,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201818433,2018-01-09,4996000,2018-01-18,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-01-09,2025-01-20,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201818437,2018-03-23,429000,2018-04-02,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2025-10-27,2025-11-04,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201818438,2018-03-23,429000,2018-04-02,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2021-03-30,2021-04-10,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201618445,2016-09-27,28158000,2016-10-04,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2021-05-09,2021-05-21,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201618446,2016-09-27,28158000,2016-10-04,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2019-10-13,2019-10-21,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201618448,2016-09-27,28158000,2016-10-04,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2021-08-22,2021-09-05,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201618449,2016-09-27,28158000,2016-10-04,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2018-05-29,2018-06-06,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201618451,2016-09-27,28158000,2016-10-04,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-12-20,2022-12-31,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718454,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2020-06-25,2020-07-08,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718455,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2023-12-05,2023-12-14,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718456,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2018-07-19,,badbergjr,박대리,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718457,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),운용,중고품,불용결정
2023-01-18,,badbergjr,박대리,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718458,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),운용,중고품,불용결정
2020-10-19,2020-10-29,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718459,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2021-01-04,2021-01-17,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718460,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2020-12-26,2020-12-30,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718461,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2022-07-19,2022-07-26,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718464,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2019-10-28,2019-10-31,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718465,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-05-11,2022-05-16,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718466,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-04-08,2025-04-17,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718467,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-01-30,2024-02-05,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718468,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2021-12-10,2021-12-22,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718469,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2019-12-15,2019-12-25,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718470,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-01-23,2025-01-29,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718471,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2022-02-20,2022-03-01,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718472,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2025-10-21,2025-11-02,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718473,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2024-07-01,2024-07-11,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718474,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2020-01-19,2020-01-30,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718475,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2021-10-11,2021-10-16,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718476,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2021-01-13,2021-01-17,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718477,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2019-04-19,2019-04-27,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718478,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2021-10-02,2021-10-05,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718479,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2025-10-19,2025-10-29,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718481,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2020-07-17,2020-07-31,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718482,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-01-06,2020-01-18,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718483,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2022-03-24,2022-03-27,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718484,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2022-09-24,2022-09-28,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718485,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2020-09-01,2020-09-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718486,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2019-09-16,2019-09-27,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718487,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2020-03-11,,badbergjr,박대리,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718489,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),운용,중고품,사업종료
2021-05-16,2021-05-27,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718490,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2026-01-02,2026-01-15,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718491,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-08-21,2022-09-02,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718493,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2019-09-16,2019-09-20,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718496,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2021-03-08,2021-03-21,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718497,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2021-03-18,2021-04-01,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718499,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2025-08-03,2025-08-15,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201718502,2017-03-23,11526000,2017-03-27,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2025-11-20,2025-11-26,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518509,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,폐품,사용연한경과
