처분일자,처분확정일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,정리일자
2019-01-09,2019-03-15,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201822723,2018-07-09,7248000,폐기,폐품,사용연한경과,2018-12-29,10,2018-07-13
2016-06-19,2016-09-14,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201522731,2015-04-24,829000,폐기,폐품,사용연한경과,2016-06-18,5,2015-05-08
2015-09-19,2015-11-08,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201522732,2015-04-24,829000,폐기,폐품,사용연한경과,2015-09-07,5,2015-05-08
2021-06-23,2021-09-03,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202022776,2020-08-25,1014000,폐기,폐품,사용연한경과,2021-06-15,10,2020-08-30
2021-04-28,2021-06-16,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202022777,2020-08-25,1014000,폐기,폐품,사용연한경과,2021-04-16,10,2020-08-30
2020-07-30,2020-09-18,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202022845,2020-01-08,15916000,폐기,폐품,사용연한경과,2020-07-29,10,2020-01-22
2020-05-17,2020-07-21,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202022847,2020-01-08,15916000,폐기,폐품,사용연한경과,2020-05-12,10,2020-01-22
2020-12-26,2021-01-27,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202022855,2020-01-08,15916000,폐기,폐품,사용연한경과,2020-12-16,10,2020-01-22
2020-05-16,2020-06-18,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202022867,2020-01-08,15916000,매각,중고품,사업종료,2020-05-14,10,2020-01-22
2020-05-20,2020-07-03,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202022876,2020-01-08,15916000,폐기,폐품,사용연한경과,2020-05-18,10,2020-01-22
2020-09-19,2020-12-14,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202022883,2020-01-08,15916000,폐기,폐품,사용연한경과,2020-09-10,10,2020-01-22
2017-03-02,2017-05-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201622887,2016-10-27,11224000,폐기,폐품,직권 불용(파손/노후),2017-02-19,10,2016-11-07
2017-03-02,2017-04-15,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201622901,2016-10-27,11224000,폐기,폐품,사용연한경과,2017-02-18,10,2016-11-07
2017-03-02,2017-05-22,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201622903,2016-10-27,11224000,폐기,폐품,직권 불용(파손/노후),2017-03-01,10,2016-11-07
2025-01-03,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201622909,2016-10-27,11224000,폐기,폐품,직권 불용(파손/노후),2017-01-28,10,2016-11-07
2017-07-27,2017-10-25,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201622910,2016-10-27,11224000,폐기,폐품,사용연한경과,2017-07-18,10,2016-11-07
2017-03-18,2017-06-02,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201622922,2016-10-27,11224000,폐기,폐품,직권 불용(파손/노후),2017-03-04,10,2016-11-07
2017-03-12,2017-05-30,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201622926,2016-10-27,11224000,폐기,폐품,직권 불용(파손/노후),2017-03-10,10,2016-11-07
2016-06-05,2016-08-08,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201522951,2015-06-02,8010000,폐기,폐품,사용연한경과,2016-05-22,10,2015-06-09
2015-12-29,2016-02-07,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201522954,2015-06-02,8010000,매각,중고품,불용결정,2015-12-20,10,2015-06-09
2016-02-05,2016-04-07,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201522962,2015-06-02,8010000,폐기,폐품,사용연한경과,2016-01-24,10,2015-06-09
2016-02-14,2016-04-29,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201522965,2015-06-02,8010000,폐기,폐품,사용연한경과,2016-02-08,10,2015-06-09
2016-01-31,2016-04-15,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201522970,2015-06-02,8010000,폐기,폐품,사용연한경과,2016-01-20,10,2015-06-09
2015-12-03,2016-02-23,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201522976,2015-06-02,8010000,폐기,정비필요품,고장/파손,2015-11-24,10,2015-06-09
2015-08-04,2015-10-03,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201523019,2015-02-24,7418000,폐기,정비필요품,고장/파손,2015-08-02,6,2015-03-01
2016-04-27,2016-06-29,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201523024,2015-02-24,7418000,폐기,폐품,사용연한경과,2016-04-24,6,2015-03-01
2022-07-06,2022-08-21,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202123176,2021-07-05,8314000,폐기,정비필요품,고장/파손,2022-07-03,10,2021-07-17
2022-07-09,2022-08-11,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202123181,2021-07-05,8314000,폐기,정비필요품,고장/파손,2022-07-08,10,2021-07-17
2023-02-20,2023-05-20,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202223217,2022-01-30,446000,폐기,정비필요품,고장/파손,2023-02-10,5,2022-02-02
2017-01-16,2017-03-12,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201623224,2016-08-19,3537000,폐기,폐품,직권 불용(파손/노후),2017-01-05,6,2016-08-29
2017-01-01,2017-03-23,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201623239,2016-05-29,2058000,폐기,폐품,사용연한경과,2016-12-31,10,2016-06-12
2020-05-16,2020-07-24,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201923244,2019-06-11,466000,폐기,정비필요품,고장/파손,2020-05-13,5,2019-06-16
2019-10-22,2019-12-14,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201923250,2019-06-11,466000,폐기,정비필요품,고장/파손,2019-10-13,5,2019-06-16
2024-10-03,,폐기,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201623255,2016-08-16,2740000,폐기,폐품,사용연한경과,2017-08-30,8,2016-08-30
2017-12-10,2018-03-01,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201623266,2016-12-18,2866000,폐기,폐품,사용연한경과,2017-11-28,5,2016-12-28
2017-03-31,2017-05-04,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201623270,2016-12-18,2866000,폐기,폐품,직권 불용(파손/노후),2017-03-17,5,2016-12-28
2021-03-15,2021-05-08,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202023296,2020-02-12,1561000,폐기,정비필요품,고장/파손,2021-03-05,5,2020-02-25
2022-10-31,2022-12-06,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202223337,2022-07-04,266000,폐기,폐품,사용연한경과,2022-10-19,5,2022-07-17
2020-11-03,2021-01-31,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201923372,2019-11-06,5789000,폐기,정비필요품,고장/파손,2020-10-22,10,2019-11-09
2016-06-07,2016-08-05,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201523388,2015-05-16,2986000,폐기,폐품,사용연한경과,2016-05-28,5,2015-05-25
2025-04-28,,폐기,hyl0610,황팀장,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202023468,2020-12-17,202000,폐기,정비필요품,고장/파손,2021-05-27,4,2020-12-20
2019-05-12,2019-07-13,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201823485,2018-05-23,6086000,매각,중고품,사업종료,2019-05-07,10,2018-05-30
2021-06-26,2021-08-14,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202023522,2020-07-17,7715000,폐기,폐품,사용연한경과,2021-06-25,6,2020-07-31
2021-08-26,2021-09-27,매각,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202023524,2020-07-17,7715000,매각,중고품,불용결정,2021-08-24,6,2020-07-31
2022-10-17,2022-12-11,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202123538,2021-12-25,8122000,폐기,폐품,사용연한경과,2022-10-11,10,2021-12-29
2024-11-18,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202123566,2021-12-25,8122000,폐기,폐품,사용연한경과,2022-12-06,10,2021-12-29
2020-03-07,2020-06-03,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201923579,2019-12-09,2267000,매각,신품,잉여물품,2020-02-26,10,2019-12-18
2017-01-25,2017-02-24,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201623627,2016-09-20,2801000,폐기,폐품,직권 불용(파손/노후),2017-01-19,6,2016-09-29
2020-02-22,2020-05-19,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201923676,2019-01-31,3924000,폐기,정비필요품,고장/파손,2020-02-10,6,2019-02-11
2024-11-30,,폐기,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201923678,2019-01-31,3924000,폐기,폐품,사용연한경과,2019-08-31,6,2019-02-11
2020-08-15,2020-09-26,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201923691,2019-07-09,6398000,폐기,폐품,사용연한경과,2020-08-13,6,2019-07-18
2017-02-20,2017-04-17,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201623697,2016-01-21,114000,폐기,정비필요품,고장/파손,2017-02-17,4,2016-01-30
2021-07-13,2021-08-16,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202023738,2020-09-16,251000,폐기,폐품,사용연한경과,2021-07-02,5,2020-09-29
2023-01-16,2023-03-07,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202223750,2022-01-08,8227000,폐기,정비필요품,고장/파손,2023-01-03,6,2022-01-12
2023-01-30,2023-03-17,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202223768,2022-11-29,5810000,매각,신품,잉여물품,2023-01-21,10,2022-12-03
2017-11-16,2018-02-04,폐기,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201723787,2017-04-28,17488000,폐기,폐품,사용연한경과,2017-11-11,7,2017-05-12
2020-01-28,2020-04-25,매각,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201923824,2019-07-18,602000,매각,중고품,불용결정,2020-01-24,5,2019-07-26
2018-01-27,2018-04-21,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201723838,2017-05-12,7775000,매각,중고품,사업종료,2018-01-18,10,2017-05-20
2019-04-30,2019-06-06,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201823891,2018-12-04,6073000,폐기,폐품,사용연한경과,2019-04-17,10,2018-12-13
2020-06-26,2020-08-29,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923913,2019-09-23,1727000,폐기,정비필요품,고장/파손,2020-06-19,10,2019-10-01
2020-07-25,2020-09-29,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923915,2019-09-23,1727000,폐기,폐품,사용연한경과,2020-07-15,10,2019-10-01
2021-10-02,2021-11-07,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202123928,2021-06-08,6701000,매각,중고품,불용결정,2021-09-18,10,2021-06-14
2016-06-17,2016-09-14,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201523958,2015-04-03,6862000,폐기,폐품,사용연한경과,2016-06-07,6,2015-04-16
2015-07-28,2015-10-02,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201523966,2015-04-03,6862000,폐기,폐품,사용연한경과,2015-07-22,6,2015-04-16
2015-07-18,2015-09-02,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201523984,2015-04-06,384000,폐기,폐품,직권 불용(파손/노후),2015-07-16,4,2015-04-16
2015-07-27,2015-08-26,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201523989,2015-04-06,384000,폐기,폐품,직권 불용(파손/노후),2015-07-25,4,2015-04-16
2020-02-04,2020-04-26,매각,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201924009,2019-01-15,1826000,매각,중고품,사업종료,2020-01-23,10,2019-01-21
2021-11-10,2022-01-14,매각,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202024022,2020-09-29,4363000,매각,폐품,사용연한경과,2021-11-03,6,2020-10-03
2019-12-04,2020-02-17,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201924029,2019-08-12,2550000,폐기,폐품,사용연한경과,2019-11-25,5,2019-08-15
2020-09-09,2020-11-23,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201924031,2019-08-12,2550000,폐기,폐품,사용연한경과,2020-08-27,5,2019-08-15
2017-04-18,2017-05-24,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201624037,2016-03-11,174000,폐기,폐품,사용연한경과,2017-04-06,5,2016-03-15
2016-05-13,2016-07-01,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201624053,2016-02-05,3316000,폐기,폐품,직권 불용(파손/노후),2016-04-29,8,2016-02-09
2019-11-21,2020-01-11,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201924059,2019-08-14,8279000,폐기,폐품,사용연한경과,2019-11-07,6,2019-08-24
2025-07-11,,폐기,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201724080,2017-03-19,12800000,폐기,폐품,직권 불용(파손/노후),2017-06-29,6,2017-03-25
2017-07-03,2017-08-31,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201624086,2016-10-20,2105000,폐기,정비필요품,고장/파손,2017-06-20,5,2016-11-01
2016-08-04,2016-09-24,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201524107,2015-07-31,1318000,폐기,폐품,사용연한경과,2016-07-28,5,2015-08-08
2016-01-27,2016-03-03,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201524147,2015-03-23,294000,폐기,폐품,사용연한경과,2016-01-19,5,2015-03-28
2016-02-22,2016-04-29,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201524152,2015-11-01,7345000,폐기,폐품,직권 불용(파손/노후),2016-02-10,10,2015-11-10
2016-08-19,2016-10-10,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201524158,2015-11-01,7345000,폐기,폐품,사용연한경과,2016-08-18,10,2015-11-10
2016-07-17,2016-09-09,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201524162,2015-11-01,7345000,매각,중고품,사업종료,2016-07-07,10,2015-11-10
2016-07-27,2016-09-30,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201524167,2015-11-01,7345000,폐기,폐품,사용연한경과,2016-07-25,10,2015-11-10
2016-08-28,2016-10-07,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201524172,2015-11-01,7345000,폐기,정비필요품,고장/파손,2016-08-27,10,2015-11-10
2016-09-23,2016-11-10,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201524185,2015-11-01,7345000,폐기,정비필요품,고장/파손,2016-09-22,10,2015-11-10
2020-10-17,2020-12-03,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201924190,2019-08-28,2274000,폐기,정비필요품,고장/파손,2020-10-05,5,2019-09-03
2020-07-26,2020-10-21,매각,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201924196,2019-08-28,2274000,매각,중고품,사업종료,2020-07-23,5,2019-09-03
2020-07-31,2020-10-22,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202024267,2020-03-19,6691000,폐기,폐품,사용연한경과,2020-07-25,10,2020-03-26
2020-01-29,2020-03-07,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201924272,2019-02-01,2298000,폐기,정비필요품,고장/파손,2020-01-26,5,2019-02-05
2023-08-01,2023-09-24,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202224292,2022-11-21,5973000,폐기,폐품,사용연한경과,2023-07-29,10,2022-12-03
2020-11-17,2021-01-09,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201924328,2019-09-04,9757000,폐기,폐품,사용연한경과,2020-11-14,10,2019-09-13
2020-03-10,2020-04-20,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201924329,2019-09-04,9757000,폐기,폐품,사용연한경과,2020-03-08,10,2019-09-13
2020-05-31,2020-08-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201924337,2019-09-04,9757000,폐기,정비필요품,고장/파손,2020-05-26,10,2019-09-13
2020-09-13,2020-11-21,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201924338,2019-09-04,9757000,폐기,폐품,사용연한경과,2020-08-31,10,2019-09-13
2020-03-06,2020-04-30,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201924354,2019-09-04,9757000,폐기,정비필요품,고장/파손,2020-02-23,10,2019-09-13
2021-07-10,2021-09-23,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202024431,2020-08-01,4684000,매각,중고품,불용결정,2021-07-05,6,2020-08-06
2021-07-27,2021-10-15,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202024437,2020-08-01,4684000,매각,중고품,불용결정,2021-07-26,6,2020-08-06
2021-12-25,2022-02-02,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202024493,2020-11-26,7892000,매각,중고품,불용결정,2021-12-18,10,2020-12-07
2021-05-06,2021-06-09,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202024495,2020-11-26,7892000,폐기,폐품,사용연한경과,2021-05-03,10,2020-12-07
2022-01-04,2022-03-12,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202024500,2020-11-26,7892000,폐기,폐품,사용연한경과,2021-12-23,10,2020-12-07
2021-04-15,2021-06-14,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202024505,2020-11-26,7892000,매각,중고품,불용결정,2021-04-12,10,2020-12-07
2016-03-30,2016-05-27,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201524516,2015-10-02,4938000,폐기,폐품,사용연한경과,2016-03-29,10,2015-10-16
2016-10-23,2016-12-30,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201524519,2015-10-02,4938000,폐기,폐품,사용연한경과,2016-10-15,10,2015-10-16
2020-09-29,2020-11-10,도난,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202024533,2020-02-24,3402000,도난,정비필요품,고장/파손,2020-09-19,5,2020-03-04
2019-01-04,2019-03-13,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201824617,2018-06-26,5050000,매각,중고품,사업종료,2019-01-03,10,2018-07-10
2018-07-03,2018-08-30,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201724638,2017-06-09,8739000,폐기,폐품,사용연한경과,2018-06-23,10,2017-06-21
2017-11-09,2017-12-18,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201724639,2017-06-09,8739000,폐기,폐품,직권 불용(파손/노후),2017-10-29,10,2017-06-21
2018-05-07,,매각,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201724646,2017-06-09,8739000,매각,정비필요품,고장/파손,2018-05-05,10,2017-06-21
2018-06-15,2018-08-11,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201724653,2017-06-09,8739000,폐기,정비필요품,고장/파손,2018-06-07,10,2017-06-21
2018-04-23,2018-07-12,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201724660,2017-06-09,8739000,폐기,정비필요품,고장/파손,2018-04-18,10,2017-06-21
2017-11-11,2017-12-11,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201724673,2017-06-09,8739000,폐기,폐품,직권 불용(파손/노후),2017-11-03,10,2017-06-21
2018-04-06,2018-05-19,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201724674,2017-06-09,8739000,폐기,폐품,사용연한경과,2018-04-01,10,2017-06-21
2026-01-27,,폐기,hyl0610,황팀장,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201824676,2018-09-21,9831000,폐기,정비필요품,고장/파손,2019-07-21,7,2018-10-01
2017-09-08,2017-10-13,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201624697,2016-12-04,2502000,폐기,정비필요품,고장/파손,2017-08-25,5,2016-12-10
2017-09-30,2017-12-18,도난,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201624700,2016-12-04,2502000,도난,정비필요품,고장/파손,2017-09-17,5,2016-12-10
2018-03-01,2018-05-04,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201724711,2017-09-01,11370000,폐기,폐품,사용연한경과,2018-02-17,10,2017-09-08
2018-08-27,2018-10-12,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201724719,2017-09-01,11370000,매각,폐품,사용연한경과,2018-08-25,10,2017-09-08
