운용신청일자,등록일자,운용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,운용부서,사용자,신청구분,운용상태
2019-10-01,2019-10-01,2019-10-08,badbergjr,박대리,확정,4321190224407366,액정모니터,M201907384,2019-09-15,1731000,공학대학RC행정팀(ERICA),사무환경 개선용,신규운용,운용
2019-10-09,2019-10-09,2019-10-13,badbergjr,박대리,확정,4321190224407366,액정모니터,M201907385,2019-09-15,1731000,공학대학RC행정팀(ERICA),사무환경 개선용,신규운용,운용
2019-08-07,2019-08-07,2019-08-12,badbergjr,박대리,확정,4321190224407366,액정모니터,M201907386,2019-07-26,1022000,공학대학RC행정팀(ERICA),,신규운용,운용
2019-08-08,2019-08-08,2019-08-14,badbergjr,박대리,확정,4321190224407366,액정모니터,M201907387,2019-07-26,1022000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-20,2015-10-20,2015-10-27,badbergjr,박대리,확정,4321190224407366,액정모니터,M201507388,2015-10-03,1572000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-16,2015-10-16,2015-10-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M201507389,2015-10-03,1572000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-20,2015-10-20,2015-11-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M201507390,2015-10-03,1572000,공학대학RC행정팀(ERICA),,신규운용,운용
2020-11-24,2020-11-24,2020-12-05,badbergjr,박대리,확정,4321190224407366,액정모니터,M202007391,2020-11-08,2044000,공학대학RC행정팀(ERICA),,신규운용,운용
2020-11-15,2020-11-15,2020-11-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M202007392,2020-11-08,2044000,공학대학RC행정팀(ERICA),,신규운용,운용
2020-11-14,2020-11-14,2020-11-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M202007393,2020-11-08,2044000,공학대학RC행정팀(ERICA),,신규운용,운용
2020-11-17,2020-11-17,2020-11-22,badbergjr,박대리,확정,4321190224407366,액정모니터,M202007394,2020-11-08,2044000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-04-04,2016-04-04,2016-04-16,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607395,2016-03-23,1120000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-04-05,2016-04-05,2016-04-10,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607396,2016-03-23,1120000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-06-06,2022-06-06,2022-06-14,badbergjr,박대리,확정,4321190224407366,액정모니터,M202207397,2022-05-17,1800000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-06-02,2022-06-02,2022-06-05,badbergjr,박대리,확정,4321190224407366,액정모니터,M202207398,2022-05-17,1800000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-05-29,2022-05-29,2022-06-11,badbergjr,박대리,확정,4321190224407366,액정모니터,M202207399,2022-05-17,1800000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-07-03,2018-07-03,2018-07-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807400,2018-06-26,2000000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-07-13,2018-07-13,2018-07-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807401,2018-06-26,2000000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-07-01,2018-07-01,2018-07-06,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807402,2018-06-26,2000000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-07-01,2018-07-01,2018-07-12,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807403,2018-06-26,2000000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-03-21,2024-03-21,2024-04-01,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407404,2024-02-28,1106000,공학대학RC행정팀(ERICA),사무환경 개선용,신규운용,운용
2024-03-21,2024-03-21,2024-03-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407405,2024-02-28,1106000,공학대학RC행정팀(ERICA),사무환경 개선용,신규운용,운용
2018-02-18,2018-02-18,2018-03-04,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807406,2018-02-05,2012000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-02-21,2018-02-21,2018-02-27,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807407,2018-02-05,2012000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-02-22,2018-02-22,2018-03-05,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807408,2018-02-05,2012000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-03-02,2018-03-02,2018-03-16,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807409,2018-02-05,2012000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-03-12,2018-03-12,2018-03-21,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807410,2018-02-13,568000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-17,2024-05-17,2024-05-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407411,2024-05-06,1737000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2024-05-23,2024-05-23,2024-05-31,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407412,2024-05-06,1737000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2024-05-20,2024-05-20,2024-05-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407413,2024-05-06,1737000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2016-02-16,2016-02-16,2016-02-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607414,2016-02-08,2004000,공학대학RC행정팀(ERICA),전산 실습실 보조 모니터,신규운용,운용
2016-02-16,2016-02-16,2016-02-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607415,2016-02-08,2004000,공학대학RC행정팀(ERICA),전산 실습실 보조 모니터,신규운용,운용
2016-02-25,2016-02-25,2016-03-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607416,2016-02-08,2004000,공학대학RC행정팀(ERICA),전산 실습실 보조 모니터,신규운용,운용
2016-02-18,2016-02-18,2016-02-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607417,2016-02-08,2004000,공학대학RC행정팀(ERICA),전산 실습실 보조 모니터,신규운용,운용
2021-04-06,2021-04-06,2021-04-16,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107418,2021-03-22,570000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-05-20,2016-05-20,2016-05-29,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607419,2016-05-11,1928000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-05-19,2016-05-19,2016-06-01,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607420,2016-05-11,1928000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-05-17,2016-05-17,2016-05-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607421,2016-05-11,1928000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-05-29,2016-05-29,2016-06-09,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607422,2016-05-11,1928000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-01-16,2022-01-16,2022-01-28,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107423,2021-12-21,3015000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-01-12,2022-01-12,2022-01-16,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107424,2021-12-21,3015000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-01-08,2022-01-08,2022-01-18,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107425,2021-12-21,3015000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-01-08,2022-01-08,2022-01-12,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107426,2021-12-21,3015000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-01-08,2022-01-08,2022-01-16,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107427,2021-12-21,3015000,공학대학RC행정팀(ERICA),,신규운용,운용
2019-12-23,2019-12-23,2020-01-05,badbergjr,박대리,확정,4321190224407366,액정모니터,M201907428,2019-12-13,572000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-08-22,2016-08-22,2016-08-28,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607429,2016-08-11,2064000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-08-23,2016-08-23,2016-09-05,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607430,2016-08-11,2064000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-08-31,2016-08-31,2016-09-06,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607431,2016-08-11,2064000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-08-22,2016-08-22,2016-08-27,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607432,2016-08-11,2064000,공학대학RC행정팀(ERICA),,신규운용,운용
2021-11-25,2021-11-25,2021-12-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107433,2021-11-13,1734000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2021-12-01,2021-12-01,2021-12-10,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107434,2021-11-13,1734000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2021-12-04,2021-12-04,2021-12-13,badbergjr,박대리,확정,4321190224407366,액정모니터,M202107435,2021-11-13,1734000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2017-05-23,2017-05-23,2017-06-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707436,2017-05-14,1449000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2017-05-27,2017-05-27,2017-06-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707437,2017-05-14,1449000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2017-05-20,2017-05-20,2017-05-28,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707438,2017-05-14,1449000,공학대학RC행정팀(ERICA),연구실 다중 화면 구성용,신규운용,운용
2023-06-08,2023-06-08,2023-06-11,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307439,2023-05-24,1144000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-06-09,2023-06-09,2023-06-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307440,2023-05-24,1144000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-12-16,2017-12-16,2017-12-27,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707441,2017-12-04,1575000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-12-23,2017-12-23,2017-12-27,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707442,2017-12-04,1575000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-12-15,2017-12-15,2017-12-27,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707443,2017-12-04,1575000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-12-11,2023-12-11,2023-12-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307444,2023-11-28,2120000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-12-23,2023-12-23,2024-01-06,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307445,2023-11-28,2120000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-12-19,2023-12-19,2023-12-31,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307446,2023-11-28,2120000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-12-13,2023-12-13,2023-12-27,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307447,2023-11-28,2120000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-10-10,2017-10-10,2017-10-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707448,2017-10-01,2610000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-10-13,2017-10-13,2017-10-18,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707449,2017-10-01,2610000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-10-22,2017-10-22,2017-11-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707450,2017-10-01,2610000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-10-16,2017-10-16,2017-10-22,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707451,2017-10-01,2610000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-10-21,2017-10-21,2017-10-25,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707452,2017-10-01,2610000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-24,2024-08-24,2024-09-06,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407453,2024-08-04,2420000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-25,2024-08-25,2024-08-29,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407454,2024-08-04,2420000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-24,2024-08-24,2024-08-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407455,2024-08-04,2420000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-26,2024-08-26,2024-08-29,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407456,2024-08-04,2420000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-10-26,2016-10-26,2016-10-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607457,2016-10-09,1620000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-10-19,2016-10-19,2016-10-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607458,2016-10-09,1620000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-10-26,2016-10-26,2016-11-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201607459,2016-10-09,1620000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-05-15,2022-05-15,2022-05-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M202207460,2022-04-26,1779000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-05-07,2022-05-07,2022-05-14,badbergjr,박대리,확정,4321190224407366,액정모니터,M202207461,2022-04-26,1779000,공학대학RC행정팀(ERICA),,신규운용,운용
2022-05-15,2022-05-15,2022-05-20,badbergjr,박대리,확정,4321190224407366,액정모니터,M202207462,2022-04-26,1779000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-01-17,2018-01-17,2018-01-31,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807463,2018-01-05,1126000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-01-16,2018-01-16,2018-01-29,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807464,2018-01-05,1126000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-07-13,2023-07-13,2023-07-21,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307465,2023-06-18,2805000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-07-06,2023-07-06,2023-07-12,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307466,2023-06-18,2805000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-07-06,2023-07-06,2023-07-20,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307467,2023-06-18,2805000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-07-06,2023-07-06,2023-07-20,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307468,2023-06-18,2805000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-07-09,2023-07-09,2023-07-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M202307469,2023-06-18,2805000,공학대학RC행정팀(ERICA),,신규운용,운용
2017-01-21,2017-01-21,2017-01-29,badbergjr,박대리,확정,4321190224407366,액정모니터,M201707470,2017-01-12,545000,공학대학RC행정팀(ERICA),사무환경 개선용,신규운용,운용
2023-01-08,2023-01-08,2023-01-17,badbergjr,박대리,확정,4321190224407366,액정모니터,M202207471,2022-12-18,536000,공학대학RC행정팀(ERICA),,신규운용,운용
2020-01-07,2020-01-07,2020-01-18,badbergjr,박대리,확정,4321190224407366,액정모니터,M201907472,2019-12-25,1072000,공학대학RC행정팀(ERICA),,신규운용,운용
2020-01-15,2020-01-15,2020-01-18,badbergjr,박대리,확정,4321190224407366,액정모니터,M201907473,2019-12-25,1072000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-09-09,2018-09-09,2018-09-16,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807474,2018-08-21,576000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-24,2024-08-24,2024-09-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407475,2024-08-04,3090000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-23,2024-08-23,2024-09-01,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407476,2024-08-04,3090000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-17,2024-08-17,2024-08-21,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407477,2024-08-04,3090000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-19,2024-08-19,2024-08-28,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407478,2024-08-04,3090000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-08-22,2024-08-22,2024-08-28,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407479,2024-08-04,3090000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-09-22,2018-09-22,2018-09-25,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807480,2018-08-28,1659000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-09-23,2018-09-23,2018-10-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807481,2018-08-28,1659000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-09-21,2018-09-21,2018-09-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201807482,2018-08-28,1659000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-18,2024-05-18,2024-05-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407483,2024-04-21,3130000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-13,2024-05-13,2024-05-22,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407484,2024-04-21,3130000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-06,2024-05-06,2024-05-11,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407485,2024-04-21,3130000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-07,2024-05-07,2024-05-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407486,2024-04-21,3130000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-07,2024-05-07,2024-05-15,badbergjr,박대리,확정,4321190224407366,액정모니터,M202407487,2024-04-21,3130000,공학대학RC행정팀(ERICA),,신규운용,운용
2019-11-23,2019-11-23,2019-11-30,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201907488,2019-11-10,18725000,공학대학RC행정팀(ERICA),,신규운용,운용
2019-11-26,2019-11-26,2019-12-02,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201907489,2019-11-10,18725000,공학대학RC행정팀(ERICA),,신규운용,운용
2019-11-25,2019-11-25,2019-11-28,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201907490,2019-11-10,18725000,공학대학RC행정팀(ERICA),,신규운용,운용
2019-11-18,2019-11-18,2019-12-01,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201907491,2019-11-10,18725000,공학대학RC행정팀(ERICA),,신규운용,운용
2019-11-22,2019-11-22,2019-11-30,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201907492,2019-11-10,18725000,공학대학RC행정팀(ERICA),,신규운용,운용
2019-11-04,2019-11-04,2019-11-15,badbergjr,박대리,확정,4321171124204348,스캐너,M201907493,2019-10-18,6188000,공학대학RC행정팀(ERICA),행정 문서 전산화,신규운용,운용
2019-01-15,2019-01-15,2019-01-23,badbergjr,박대리,확정,4321171124204348,스캐너,M201807494,2018-12-27,12198000,공학대학RC행정팀(ERICA),행정 문서 전산화,신규운용,운용
2019-01-13,2019-01-13,2019-01-25,badbergjr,박대리,확정,4321171124204348,스캐너,M201807495,2018-12-27,12198000,공학대학RC행정팀(ERICA),행정 문서 전산화,신규운용,운용
2016-12-26,2016-12-26,2017-01-01,badbergjr,박대리,확정,4321171124204348,스캐너,M201607496,2016-12-17,17718000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-12-26,2016-12-26,2016-12-30,badbergjr,박대리,확정,4321171124204348,스캐너,M201607497,2016-12-17,17718000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-12-30,2016-12-30,2017-01-04,badbergjr,박대리,확정,4321171124204348,스캐너,M201607498,2016-12-17,17718000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-08-04,2023-08-04,2023-08-13,badbergjr,박대리,확정,4321171124204348,스캐너,M202307499,2023-07-25,20193000,공학대학RC행정팀(ERICA),자료 디지털 아카이빙,신규운용,운용
2023-08-15,2023-08-15,2023-08-26,badbergjr,박대리,확정,4321171124204348,스캐너,M202307500,2023-07-25,20193000,공학대학RC행정팀(ERICA),자료 디지털 아카이빙,신규운용,운용
2023-08-08,2023-08-08,2023-08-20,badbergjr,박대리,확정,4321171124204348,스캐너,M202307501,2023-07-25,20193000,공학대학RC행정팀(ERICA),자료 디지털 아카이빙,신규운용,운용
2016-06-21,2016-06-21,2016-07-05,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201607502,2016-06-10,1728000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-06-24,2016-06-24,2016-07-03,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201607503,2016-06-10,1728000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-06-17,2016-06-17,2016-06-21,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201607504,2016-06-10,1728000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-04-17,2015-04-17,2015-04-20,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201507505,2015-04-08,2380000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-04-16,2015-04-16,2015-04-28,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201507506,2015-04-08,2380000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-04-16,2015-04-16,2015-04-24,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201507507,2015-04-08,2380000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-04-23,2015-04-23,2015-04-28,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201507508,2015-04-08,2380000,공학대학RC행정팀(ERICA),,신규운용,운용
2025-12-17,2025-12-17,2025-12-30,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M202507509,2025-12-01,1264000,공학대학RC행정팀(ERICA),,신규운용,운용
2025-12-08,2025-12-08,2025-12-18,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M202507510,2025-12-01,1264000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-11-25,2016-11-25,2016-11-29,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201607511,2016-11-10,1749000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-12-04,2016-12-04,2016-12-16,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201607512,2016-11-10,1749000,공학대학RC행정팀(ERICA),,신규운용,운용
2016-11-26,2016-11-26,2016-11-29,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201607513,2016-11-10,1749000,공학대학RC행정팀(ERICA),,신규운용,운용
2025-12-14,2025-12-14,2025-12-28,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M202507514,2025-11-23,1767000,공학대학RC행정팀(ERICA),,신규운용,운용
2025-12-07,2025-12-07,2025-12-15,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M202507515,2025-11-23,1767000,공학대학RC행정팀(ERICA),,신규운용,운용
2025-12-13,2025-12-13,2025-12-16,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M202507516,2025-11-23,1767000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-12-29,2018-12-29,2019-01-06,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201807517,2018-12-16,5894000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-02-19,2018-02-19,2018-02-27,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201807518,2018-02-06,15477000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-02-14,2018-02-14,2018-02-23,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201807519,2018-02-06,15477000,공학대학RC행정팀(ERICA),,신규운용,운용
2018-02-16,2018-02-16,2018-02-19,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201807520,2018-02-06,15477000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-16,2015-10-16,2015-10-21,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201507521,2015-10-03,27265000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-22,2015-10-22,2015-11-05,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201507522,2015-10-03,27265000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-19,2015-10-19,2015-10-29,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201507523,2015-10-03,27265000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-18,2015-10-18,2015-11-01,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201507524,2015-10-03,27265000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-15,2015-10-15,2015-10-26,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201507525,2015-10-03,27265000,공학대학RC행정팀(ERICA),,신규운용,운용
2023-09-18,2023-09-18,2023-09-29,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M202307526,2023-08-27,18030000,공학대학RC행정팀(ERICA),연구 데이터 저장용,신규운용,운용
2023-09-19,2023-09-19,2023-09-25,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M202307527,2023-08-27,18030000,공학대학RC행정팀(ERICA),연구 데이터 저장용,신규운용,운용
2023-09-15,2023-09-15,2023-09-25,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M202307528,2023-08-27,18030000,공학대학RC행정팀(ERICA),연구 데이터 저장용,신규운용,운용
2015-11-07,2015-11-07,2015-11-20,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201507529,2015-10-24,16359000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-11-08,2015-11-08,2015-11-15,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201507530,2015-10-24,16359000,공학대학RC행정팀(ERICA),,신규운용,운용
2015-10-30,2015-10-30,2015-11-12,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201507531,2015-10-24,16359000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-04-29,2024-04-29,2024-05-07,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M202407532,2024-04-13,29595000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-01,2024-05-01,2024-05-13,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M202407533,2024-04-13,29595000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-03,2024-05-03,2024-05-11,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M202407534,2024-04-13,29595000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-04-28,2024-04-28,2024-05-01,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M202407535,2024-04-13,29595000,공학대학RC행정팀(ERICA),,신규운용,운용
2024-05-09,2024-05-09,2024-05-14,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M202407536,2024-04-13,29595000,공학대학RC행정팀(ERICA),,신규운용,운용
