반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,물품상태,사유
2021-06-21,2021-06-24,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202023052,2020-03-30,261000,2020-04-01,입학처,중고품,불용결정
2022-07-21,2022-07-24,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202023053,2020-03-30,261000,2020-04-01,입학처,폐품,사용연한경과
2023-02-01,,badbergjr,박대리,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202023054,2020-03-30,261000,2020-04-01,입학처,폐품,사용연한경과
2025-01-26,2025-01-29,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202023055,2020-03-30,261000,2020-04-01,입학처,폐품,사용연한경과
2022-08-24,2022-08-27,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202123057,2021-01-08,5160000,2021-01-09,총무팀,신품,잉여물품
2023-08-21,2023-08-24,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202123058,2021-01-08,5160000,2021-01-09,총무팀,정비필요품,고장/파손
2024-10-31,2024-11-03,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201823088,2018-04-17,3542000,2018-04-21,입학처,정비필요품,고장/파손
2024-01-11,2024-01-14,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201823089,2018-04-17,3542000,2018-04-21,입학처,정비필요품,고장/파손
2023-12-03,2023-12-06,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201823091,2018-04-17,3542000,2018-04-21,입학처,중고품,불용결정
2021-01-07,2021-01-10,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201823093,2018-04-17,3542000,2018-04-21,입학처,폐품,사용연한경과
2020-02-19,2020-02-22,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201823094,2018-04-17,3542000,2018-04-21,입학처,중고품,사업종료
2025-07-04,2025-07-07,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201823095,2018-07-08,3284000,2018-08-28,경영대학,중고품,불용결정
2023-07-01,,badbergjr,박대리,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201823097,2018-07-08,3284000,2018-08-28,경영대학,중고품,불용결정
2023-11-01,2023-11-04,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202223110,2022-01-21,473000,2022-02-25,산학협력단,정비필요품,고장/파손
2023-09-05,2023-09-08,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202223112,2022-01-21,473000,2022-02-25,산학협력단,폐품,사용연한경과
2025-11-17,2025-11-20,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201823113,2018-02-09,4903000,2018-02-10,입학처,폐품,사용연한경과
2021-12-24,2021-12-27,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201823115,2018-02-09,4903000,2018-02-10,입학처,중고품,사업종료
2020-04-09,2020-04-12,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201823117,2018-02-09,4903000,2018-02-10,입학처,정비필요품,고장/파손
2020-04-22,2020-04-25,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201523122,2015-12-04,1630000,2016-01-09,입학처,정비필요품,고장/파손
2022-08-16,2022-08-19,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201823124,2018-06-02,1439000,2018-06-09,입학처,정비필요품,고장/파손
2024-01-15,2024-01-18,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023125,2020-08-20,10578000,2020-08-25,총무팀,중고품,불용결정
2024-07-04,2024-07-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023126,2020-08-20,10578000,2020-08-25,총무팀,정비필요품,고장/파손
2025-06-24,2025-06-27,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023127,2020-08-20,10578000,2020-08-25,총무팀,정비필요품,고장/파손
2023-06-04,2023-06-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023128,2020-08-20,10578000,2020-08-25,총무팀,폐품,사용연한경과
2021-09-15,2021-09-18,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023129,2020-08-20,10578000,2020-08-25,총무팀,신품,잉여물품
2025-02-18,2025-02-21,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023130,2020-08-20,10578000,2020-08-25,총무팀,중고품,사업종료
2023-04-14,2023-04-17,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023134,2020-08-20,10578000,2020-08-25,총무팀,폐품,사용연한경과
2024-12-13,2024-12-16,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023138,2020-08-20,10578000,2020-08-25,총무팀,폐품,사용연한경과
2022-08-16,2022-08-19,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023140,2020-08-20,10578000,2020-08-25,총무팀,정비필요품,고장/파손
2023-06-07,2023-06-10,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023141,2020-08-20,10578000,2020-08-25,총무팀,정비필요품,고장/파손
2023-11-29,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023142,2020-08-20,10578000,2020-08-25,총무팀,폐품,사용연한경과
2023-04-03,2023-04-06,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023145,2020-08-20,10578000,2020-08-25,총무팀,중고품,불용결정
2024-03-20,2024-03-23,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023146,2020-08-20,10578000,2020-08-25,총무팀,중고품,사업종료
2023-05-07,2023-05-10,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023148,2020-08-20,10578000,2020-08-25,총무팀,중고품,불용결정
2023-12-28,2023-12-31,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023149,2020-08-20,10578000,2020-08-25,총무팀,폐품,사용연한경과
2025-03-01,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023150,2020-08-20,10578000,2020-08-25,총무팀,중고품,불용결정
2024-04-30,2024-05-03,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023151,2020-08-20,10578000,2020-08-25,총무팀,중고품,불용결정
2024-12-01,2024-12-04,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023152,2020-08-20,10578000,2020-08-25,총무팀,폐품,사용연한경과
2022-03-06,2022-03-09,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023154,2020-08-20,10578000,2020-08-25,총무팀,신품,잉여물품
2025-09-11,2025-09-14,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023156,2020-08-20,10578000,2020-08-25,총무팀,폐품,사용연한경과
2025-04-21,2025-04-24,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023158,2020-08-20,10578000,2020-08-25,총무팀,정비필요품,고장/파손
2021-10-01,2021-10-04,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023164,2020-08-20,10578000,2020-08-25,총무팀,폐품,사용연한경과
2024-04-07,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202023167,2020-08-20,10578000,2020-08-25,총무팀,정비필요품,고장/파손
2024-05-03,2024-05-06,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202123171,2021-07-19,5552000,2021-07-25,인문대학,중고품,사업종료
2025-02-15,2025-02-18,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202123173,2021-07-19,5552000,2021-07-25,인문대학,신품,잉여물품
2023-12-15,2023-12-18,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202123174,2021-07-19,5552000,2021-07-25,인문대학,폐품,사용연한경과
2024-10-12,2024-10-15,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202123175,2021-07-19,5552000,2021-07-25,인문대학,정비필요품,고장/파손
2022-12-01,2022-12-04,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202123176,2021-07-19,5552000,2021-07-25,인문대학,폐품,사용연한경과
2024-11-12,2024-11-15,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823177,2018-01-20,17802000,2018-01-24,인문대학,중고품,불용결정
2024-07-30,2024-08-02,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823178,2018-01-20,17802000,2018-01-24,인문대학,중고품,불용결정
2022-12-14,2022-12-17,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823180,2018-01-20,17802000,2018-01-24,인문대학,중고품,불용결정
2021-04-23,2021-04-26,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823181,2018-01-20,17802000,2018-01-24,인문대학,신품,잉여물품
2022-02-03,2022-02-06,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823182,2018-01-20,17802000,2018-01-24,인문대학,폐품,사용연한경과
2021-04-18,2021-04-21,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201623251,2016-04-15,879000,2016-06-11,입학처,신품,잉여물품
2020-04-20,2020-04-23,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201623252,2016-04-15,879000,2016-06-11,입학처,중고품,불용결정
2025-04-10,,badbergjr,박대리,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201623253,2016-04-15,879000,2016-06-11,입학처,정비필요품,고장/파손
2022-08-03,2022-08-06,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201523255,2015-02-22,2971000,2015-02-27,중앙도서관,중고품,사업종료
2017-12-17,2017-12-20,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201523256,2015-02-22,2971000,2015-02-27,중앙도서관,폐품,사용연한경과
2020-10-20,2020-10-23,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201523258,2015-02-22,2971000,2015-02-27,중앙도서관,폐품,사용연한경과
2018-08-05,2018-08-08,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201523259,2015-02-22,2971000,2015-02-27,중앙도서관,폐품,사용연한경과
2024-01-26,,badbergjr,박대리,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M201623267,2016-07-05,1138000,2016-08-11,인문대학,정비필요품,고장/파손
2023-01-28,2023-01-31,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201623268,2016-07-05,1138000,2016-08-11,인문대학,폐품,사용연한경과
2020-11-14,,badbergjr,박대리,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201923272,2019-05-03,241000,2019-05-08,인문대학,정비필요품,고장/파손
2021-10-20,2021-10-23,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201723277,2017-09-18,2261000,2017-10-18,입학처,폐품,사용연한경과
2025-06-02,2025-06-05,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201723278,2017-09-18,2261000,2017-10-18,입학처,신품,잉여물품
2025-04-19,2025-04-22,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201723280,2017-09-18,2261000,2017-10-18,입학처,중고품,불용결정
2021-03-09,2021-03-12,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201923282,2019-05-02,184000,2019-05-09,시설팀,폐품,사용연한경과
2023-06-02,2023-06-05,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201623284,2016-05-11,2736000,2016-06-17,산학협력단,정비필요품,고장/파손
2021-04-23,2021-04-26,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201623285,2016-05-11,2736000,2016-06-17,산학협력단,폐품,사용연한경과
2021-03-12,2021-03-15,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201623286,2016-05-11,2736000,2016-06-17,산학협력단,중고품,불용결정
2025-09-03,2025-09-06,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201723287,2017-11-13,1645000,2017-11-15,소프트웨어융합대학,중고품,불용결정
2022-01-30,2022-02-02,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201723288,2017-11-13,1645000,2017-11-15,소프트웨어융합대학,폐품,사용연한경과
2019-05-13,2019-05-16,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201723289,2017-11-13,1645000,2017-11-15,소프트웨어융합대학,폐품,사용연한경과
2021-04-23,2021-04-26,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201723290,2017-11-13,1645000,2017-11-15,소프트웨어융합대학,폐품,사용연한경과
2024-10-17,2024-10-20,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823292,2018-05-27,10203000,2018-05-29,AI연구원,폐품,사용연한경과
2022-10-17,2022-10-20,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823296,2018-05-27,10203000,2018-05-29,AI연구원,중고품,사업종료
2024-01-20,2024-01-23,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823297,2018-05-27,10203000,2018-05-29,AI연구원,중고품,불용결정
2019-11-17,2019-11-20,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623298,2016-11-30,4355000,2016-12-02,인문대학,폐품,사용연한경과
2025-11-25,2025-11-28,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623300,2016-11-30,4355000,2016-12-02,인문대학,폐품,사용연한경과
2018-10-25,2018-10-28,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623301,2016-11-30,4355000,2016-12-02,인문대학,신품,잉여물품
2022-02-15,2022-02-18,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623302,2016-11-30,4355000,2016-12-02,인문대학,폐품,사용연한경과
2025-07-13,2025-07-16,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623304,2016-11-30,4355000,2016-12-02,인문대학,정비필요품,고장/파손
2024-02-16,2024-02-19,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623305,2016-11-30,4355000,2016-12-02,인문대학,폐품,사용연한경과
2025-08-23,,badbergjr,박대리,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623308,2016-11-30,4355000,2016-12-02,인문대학,폐품,사용연한경과
2023-11-24,2023-11-27,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623309,2016-11-30,4355000,2016-12-02,인문대학,정비필요품,고장/파손
2018-08-30,2018-09-02,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623310,2016-11-30,4355000,2016-12-02,인문대학,폐품,사용연한경과
2025-04-03,2025-04-06,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623312,2016-11-30,4355000,2016-12-02,인문대학,정비필요품,고장/파손
2018-06-25,2018-06-28,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623317,2016-11-30,4355000,2016-12-02,인문대학,정비필요품,고장/파손
2018-08-08,2018-08-11,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623319,2016-11-30,4355000,2016-12-02,인문대학,폐품,사용연한경과
2023-04-14,2023-04-17,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623320,2016-11-30,4355000,2016-12-02,인문대학,중고품,불용결정
2024-08-09,2024-08-12,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201623321,2016-11-30,4355000,2016-12-02,인문대학,중고품,불용결정
2023-08-10,2023-08-13,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202023323,2020-10-16,1711000,2020-11-28,입학처,중고품,불용결정
2025-04-20,2025-04-23,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201523325,2015-06-11,1381000,2015-06-15,소프트웨어융합대학,폐품,사용연한경과
2017-12-19,2017-12-22,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201523327,2015-06-11,1381000,2015-06-15,소프트웨어융합대학,중고품,사업종료
2020-05-08,2020-05-11,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201823330,2018-11-10,1814000,2018-12-14,입학처,폐품,사용연한경과
2022-05-14,2022-05-17,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201823331,2018-11-10,1814000,2018-12-14,입학처,폐품,사용연한경과
2025-08-30,2025-09-02,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923333,2019-08-15,1680000,2019-08-22,경영대학,폐품,사용연한경과
2024-01-28,2024-01-31,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923334,2019-08-15,1680000,2019-08-22,경영대학,신품,잉여물품
2023-12-21,2023-12-24,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923335,2019-08-15,1680000,2019-08-22,경영대학,정비필요품,고장/파손
2023-06-20,2023-06-23,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923336,2019-08-15,1680000,2019-08-22,경영대학,중고품,불용결정
2024-06-24,2024-06-27,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923337,2019-08-15,1680000,2019-08-22,경영대학,폐품,사용연한경과
2022-12-31,2023-01-03,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923338,2019-08-15,1680000,2019-08-22,경영대학,신품,잉여물품
2023-02-15,2023-02-18,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923339,2019-08-15,1680000,2019-08-22,경영대학,정비필요품,고장/파손
2024-10-14,2024-10-17,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201923341,2019-08-15,1680000,2019-08-22,경영대학,폐품,사용연한경과
2025-12-29,2026-01-01,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201523356,2015-01-01,1304000,2015-01-04,경영대학,신품,잉여물품
2019-03-22,2019-03-25,badbergjr,박대리,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201523357,2015-01-01,1304000,2015-01-04,경영대학,신품,잉여물품
2023-08-02,2023-08-05,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823358,2018-04-03,5012000,2018-04-08,총무팀,중고품,불용결정
2020-06-19,2020-06-22,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823359,2018-04-03,5012000,2018-04-08,총무팀,폐품,사용연한경과
2020-06-19,2020-06-22,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201823360,2018-04-03,5012000,2018-04-08,총무팀,중고품,사업종료
2024-05-22,2024-05-25,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202223361,2022-01-09,4299000,2022-01-11,중앙도서관,중고품,사업종료
2025-08-26,2025-08-29,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202223364,2022-01-09,4299000,2022-01-11,중앙도서관,중고품,사업종료
2025-12-16,2025-12-19,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202223367,2022-01-09,4299000,2022-01-11,중앙도서관,정비필요품,고장/파손
2024-08-18,2024-08-21,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202123418,2021-10-27,1093000,2021-12-12,AI연구원,폐품,사용연한경과
2021-11-29,2021-12-02,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202023420,2020-09-09,2705000,2020-10-23,산학협력단,정비필요품,고장/파손
2024-03-09,2024-03-12,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202023421,2020-09-09,2705000,2020-10-23,산학협력단,중고품,불용결정
2023-04-22,2023-04-25,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202023422,2020-09-09,2705000,2020-10-23,산학협력단,폐품,사용연한경과
2024-06-09,2024-06-12,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202023423,2020-09-09,2705000,2020-10-23,산학협력단,중고품,사업종료
2022-02-17,2022-02-20,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202023424,2020-09-09,2705000,2020-10-23,산학협력단,폐품,사용연한경과
2025-09-04,2025-09-07,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223427,2022-04-04,4485000,2022-06-01,시설팀,정비필요품,고장/파손
2023-06-28,2023-07-01,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223428,2022-04-04,4485000,2022-06-01,시설팀,중고품,불용결정
2025-02-13,2025-02-16,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223433,2022-04-04,4485000,2022-06-01,시설팀,중고품,사업종료
2023-07-21,2023-07-24,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223436,2022-04-04,4485000,2022-06-01,시설팀,폐품,사용연한경과
2026-01-21,2026-01-24,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223437,2022-04-04,4485000,2022-06-01,시설팀,정비필요품,고장/파손
2025-11-14,,badbergjr,박대리,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223440,2022-04-04,4485000,2022-06-01,시설팀,중고품,사업종료
2025-10-14,2025-10-17,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223441,2022-04-04,4485000,2022-06-01,시설팀,신품,잉여물품
2024-02-01,2024-02-04,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223442,2022-04-04,4485000,2022-06-01,시설팀,폐품,사용연한경과
2025-08-16,,badbergjr,박대리,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223447,2022-04-04,4485000,2022-06-01,시설팀,폐품,사용연한경과
2023-12-14,,badbergjr,박대리,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223451,2022-06-12,4810000,2022-06-18,소프트웨어융합대학,폐품,사용연한경과
2025-07-17,2025-07-20,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223453,2022-06-12,4810000,2022-06-18,소프트웨어융합대학,신품,잉여물품
2025-11-27,2025-11-30,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223457,2022-06-12,4810000,2022-06-18,소프트웨어융합대학,정비필요품,고장/파손
2024-12-04,2024-12-07,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223461,2022-06-12,4810000,2022-06-18,소프트웨어융합대학,중고품,불용결정
2024-02-18,2024-02-21,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202223462,2022-06-12,4810000,2022-06-18,소프트웨어융합대학,폐품,사용연한경과
