처분일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,처분확정일자,정리일자
2024-06-03,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202014250,2020-06-03,2557000,폐기,폐품,내구연한 경과,2024-04-29,6,2024-06-10,2020-07-07
2022-12-21,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914253,2019-07-07,5642000,폐기,폐품,내구연한 경과,2022-11-11,10,2022-12-26,2019-07-10
2021-05-18,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914255,2019-07-07,5642000,폐기,폐품,내구연한 경과,2021-03-28,10,2021-05-23,2019-07-10
2024-08-12,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914257,2019-07-07,5642000,매각,중고품,구형화,2024-07-02,10,2024-08-16,2019-07-10
2024-04-10,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914261,2019-07-07,5642000,매각,중고품,구형화,2024-03-10,10,2024-04-15,2019-07-10
2022-05-10,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914264,2019-07-07,5642000,매각,중고품,구형화,2022-04-22,10,2022-05-13,2019-07-10
2023-01-31,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914266,2019-07-07,5642000,폐기,폐품,내구연한 경과,2023-01-17,10,2023-02-07,2019-07-10
2023-04-09,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914267,2019-07-07,5642000,폐기,폐품,내구연한 경과,2023-03-06,10,2023-04-16,2019-07-10
2023-11-09,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914271,2019-07-07,5642000,폐기,폐품,내구연한 경과,2023-10-24,10,2023-11-16,2019-07-10
2025-03-16,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914273,2019-07-07,5642000,폐기,폐품,내구연한 경과,2025-03-01,10,2025-03-19,2019-07-10
2022-04-16,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914275,2019-07-07,5642000,폐기,중고품,활용부서부재,2022-02-18,10,2022-04-21,2019-07-10
2021-03-17,매각,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201814282,2018-10-21,17876000,매각,중고품,활용부서부재,2021-01-28,7,2021-03-20,2018-11-21
2025-06-21,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202014284,2020-01-26,8714000,폐기,폐품,내구연한 경과,2025-05-05,6,2025-06-25,2020-03-12
2023-06-13,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202014286,2020-01-26,8714000,폐기,정비필요품,수리비용과다,2023-04-23,6,2023-06-20,2020-03-12
2024-08-05,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202014287,2020-01-26,8714000,폐기,폐품,내구연한 경과,2024-06-23,6,2024-08-09,2020-03-12
2023-11-29,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202014293,2020-07-04,7352000,폐기,정비필요품,수리비용과다,2023-10-03,5,2023-12-02,2020-08-15
2024-01-05,매각,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202014296,2020-07-04,7352000,매각,중고품,구형화,2023-11-07,5,2024-01-10,2020-08-15
2022-10-07,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202014297,2020-07-04,7352000,폐기,정비필요품,수리비용과다,2022-08-17,5,2022-10-10,2020-08-15
2025-02-27,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201614299,2016-03-19,4137000,폐기,폐품,내구연한 경과,2025-01-16,10,2025-03-02,2016-05-01
2021-02-20,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201614300,2016-03-19,4137000,폐기,폐품,내구연한 경과,2021-01-06,10,2021-02-27,2016-05-01
2024-06-11,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201614301,2016-03-19,4137000,매각,신품,활용부서 부재,2024-05-03,10,2024-06-14,2016-05-01
2025-12-31,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201614314,2016-03-19,4137000,폐기,폐품,내구연한 경과,2025-11-19,10,2026-01-04,2016-05-01
2021-09-04,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201614317,2016-03-19,4137000,폐기,폐품,내구연한 경과,2021-08-09,10,2021-09-09,2016-05-01
2023-01-18,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201614318,2016-03-19,4137000,폐기,폐품,내구연한 경과,2022-12-05,10,2023-01-25,2016-05-01
2022-05-29,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201614320,2016-03-19,4137000,폐기,폐품,내구연한 경과,2022-05-12,10,2022-06-04,2016-05-01
2025-06-05,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202214327,2022-11-09,5857000,매각,폐품,내구연한 경과,2025-04-29,10,2025-06-11,2022-11-16
2021-07-15,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201514329,2015-04-16,5784000,폐기,정비필요품,수리비용과다,2021-06-24,6,2021-07-19,2015-05-20
2022-07-24,폐기,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201514331,2015-04-16,5784000,폐기,폐품,내구연한 경과,2022-06-21,6,,2015-05-20
2025-10-17,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201514335,2015-04-16,5784000,폐기,정비필요품,수리비용과다,2025-09-11,6,2025-10-22,2015-05-20
2023-03-02,매각,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914338,2019-01-18,991000,매각,중고품,구형화,2023-01-19,10,,2019-01-25
2024-08-21,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914347,2019-12-16,1594000,폐기,중고품,구형화,2024-07-01,10,2024-08-27,2019-12-18
2025-10-16,폐기,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201914348,2019-12-16,1594000,폐기,정비필요품,수리비용과다,2025-08-29,10,,2019-12-18
2021-02-18,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201514356,2015-11-29,8095000,매각,중고품,구형화,2020-12-31,10,2021-02-22,2015-12-04
2019-01-29,매각,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201514357,2015-11-29,8095000,매각,중고품,활용부서부재,2019-01-14,10,,2015-12-04
2018-07-06,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201514361,2015-11-29,8095000,폐기,폐품,내구연한 경과,2018-06-15,10,2018-07-12,2015-12-04
2020-08-22,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201514365,2015-11-29,8095000,매각,중고품,구형화,2020-08-01,10,2020-08-28,2015-12-04
2019-02-28,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201614366,2016-04-26,1222000,폐기,폐품,내구연한 경과,2019-02-01,5,2019-03-05,2016-06-06
2024-03-22,매각,hyl0610,황팀장,반려,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202214370,2022-04-05,8140000,매각,중고품,구형화,2024-01-23,6,,2022-05-16
2025-01-03,매각,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202014378,2020-07-18,327000,매각,중고품,구형화,2024-11-06,5,2025-01-08,2020-08-31
2022-07-01,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202014379,2020-07-18,327000,폐기,폐품,내구연한 경과,2022-06-02,5,2022-07-05,2020-08-31
2024-02-25,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202114407,2021-08-11,9192000,폐기,정비필요품,수리비용과다,2024-01-25,10,2024-02-29,2021-09-26
2025-04-23,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202114411,2021-08-11,9192000,매각,중고품,구형화,2025-04-02,10,2025-04-27,2021-09-26
2024-09-08,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202114414,2021-08-11,9192000,폐기,폐품,내구연한 경과,2024-07-14,10,2024-09-12,2021-09-26
2020-05-26,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201514425,2015-05-02,83000,폐기,폐품,내구연한 경과,2020-05-12,4,2020-06-02,2015-06-02
2023-04-06,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201514426,2015-05-02,83000,매각,중고품,구형화,2023-02-08,4,2023-04-12,2015-06-02
2019-07-12,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201514429,2015-03-31,1599000,폐기,폐품,내구연한 경과,2019-05-22,10,2019-07-19,2015-05-15
2024-10-31,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202214452,2022-05-01,13665000,폐기,폐품,내구연한 경과,2024-09-27,6,2024-11-07,2022-05-07
2023-10-04,매각,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202214454,2022-05-01,13665000,매각,정비필요품,수리비용과다,2023-09-06,6,2023-10-08,2022-05-07
2024-11-09,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201714477,2017-07-03,3831000,폐기,정비필요품,수리비용과다,2024-10-07,6,2024-11-15,2017-08-26
2022-08-20,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201714479,2017-07-03,3831000,폐기,폐품,내구연한 경과,2022-06-22,6,2022-08-24,2017-08-26
2024-03-19,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202214483,2022-09-30,385000,폐기,폐품,내구연한 경과,2024-02-27,5,2024-03-24,2022-10-03
2025-08-28,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202014485,2020-08-21,413000,폐기,폐품,내구연한 경과,2025-07-17,5,2025-09-01,2020-08-25
2024-09-13,매각,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202014488,2020-08-21,413000,매각,신품,활용부서 부재,2024-07-29,5,2024-09-18,2020-08-25
2022-07-26,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201514499,2015-02-12,2243000,매각,중고품,활용부서부재,2022-06-08,10,2022-07-29,2015-04-07
2017-02-19,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201514502,2015-02-12,2243000,폐기,폐품,내구연한 경과,2017-01-20,10,2017-02-26,2015-04-07
2024-07-18,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201514504,2015-02-12,2243000,매각,중고품,활용부서부재,2024-06-03,10,2024-07-23,2015-04-07
2021-08-10,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201514505,2015-02-12,2243000,매각,중고품,구형화,2021-06-19,10,2021-08-15,2015-04-07
2019-04-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201514506,2015-02-12,2243000,폐기,정비필요품,수리비용과다,2019-04-10,10,2019-05-04,2015-04-07
2021-11-17,폐기,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201814508,2018-09-24,5711000,폐기,폐품,내구연한 경과,2021-10-22,8,,2018-10-31
2021-08-31,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201814510,2018-09-24,5711000,폐기,폐품,내구연한 경과,2021-07-30,8,2021-09-04,2018-10-31
2023-06-25,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201514518,2015-09-27,3660000,매각,중고품,활용부서부재,2023-05-21,6,2023-06-29,2015-10-02
2025-11-05,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201514519,2015-09-27,3660000,폐기,중고품,구형화,2025-09-14,6,2025-11-12,2015-10-02
2022-07-05,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201514520,2015-09-27,3660000,폐기,폐품,내구연한 경과,2022-06-07,6,2022-07-12,2015-10-02
2023-09-09,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201514521,2015-09-27,3660000,폐기,폐품,내구연한 경과,2023-07-23,6,2023-09-15,2015-10-02
2021-03-07,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201714522,2017-07-28,1960000,폐기,정비필요품,수리비용과다,2021-01-18,6,2021-03-12,2017-09-09
2020-09-22,매각,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201714523,2017-07-28,1960000,매각,중고품,구형화,2020-08-21,6,2020-09-26,2017-09-09
2022-02-05,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201914524,2019-12-11,2900000,폐기,폐품,내구연한 경과,2022-01-13,6,2022-02-10,2019-12-17
2024-03-30,매각,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201914525,2019-12-11,2900000,매각,중고품,구형화,2024-02-16,6,2024-04-02,2019-12-17
2022-02-17,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201914526,2019-12-11,2900000,폐기,폐품,내구연한 경과,2022-01-31,6,2022-02-20,2019-12-17
2022-12-05,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202014532,2020-11-15,9821000,폐기,중고품,구형화,2022-11-07,6,2022-12-11,2020-11-18
2020-03-24,폐기,hyl0610,황팀장,반려,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201614536,2016-10-29,2342000,폐기,폐품,내구연한 경과,2020-02-26,6,,2016-11-03
2025-08-22,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202214545,2022-06-06,6395000,폐기,폐품,내구연한 경과,2025-07-31,8,2025-08-25,2022-07-15
2025-10-31,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202214553,2022-06-06,6395000,폐기,폐품,내구연한 경과,2025-10-05,8,2025-11-06,2022-07-15
2020-10-15,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201614562,2016-09-06,7672000,폐기,폐품,내구연한 경과,2020-09-19,6,2020-10-22,2016-10-20
2018-12-12,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201614565,2016-09-06,7672000,폐기,정비필요품,수리비용과다,2018-11-19,6,2018-12-17,2016-10-20
2019-07-10,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201614568,2016-09-06,7672000,폐기,중고품,활용부서부재,2019-06-06,6,2019-07-17,2016-10-20
2023-06-15,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202114572,2021-08-17,4390000,폐기,정비필요품,수리비용과다,2023-05-29,10,2023-06-22,2021-08-22
2024-03-29,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202114582,2021-08-17,4390000,폐기,폐품,내구연한 경과,2024-02-21,10,2024-04-02,2021-08-22
2024-05-28,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202114588,2021-08-17,4390000,폐기,폐품,내구연한 경과,2024-04-29,10,2024-05-31,2021-08-22
2024-05-18,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202114590,2021-08-17,4390000,폐기,정비필요품,수리비용과다,2024-04-07,10,2024-05-23,2021-08-22
2025-03-19,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202114592,2021-08-17,4390000,매각,중고품,구형화,2025-02-07,10,2025-03-25,2021-08-22
2024-10-05,매각,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202114607,2021-10-28,4413000,매각,정비필요품,수리비용과다,2024-09-15,8,2024-10-12,2021-10-29
2025-09-11,폐기,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202114608,2021-10-28,4413000,폐기,정비필요품,수리비용과다,2025-07-31,8,,2021-10-29
2024-10-01,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202114611,2021-10-28,4413000,폐기,폐품,내구연한 경과,2024-09-04,8,2024-10-06,2021-10-29
2024-06-08,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202014616,2020-08-17,4180000,폐기,폐품,내구연한 경과,2024-05-04,6,2024-06-15,2020-08-20
2024-12-28,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201614630,2016-12-16,4491000,폐기,폐품,내구연한 경과,2024-11-24,10,2025-01-02,2017-01-31
2024-12-15,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201614632,2016-12-16,4491000,매각,중고품,구형화,2024-10-19,10,2024-12-19,2017-01-31
2023-03-17,폐기,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201614633,2016-12-16,4491000,폐기,폐품,내구연한 경과,2023-01-16,10,,2017-01-31
2024-01-10,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201514637,2015-06-04,2195000,폐기,폐품,내구연한 경과,2023-12-18,5,2024-01-17,2015-06-06
2024-03-12,멸실,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201514639,2015-06-04,2195000,멸실,폐품,내구연한 경과,2024-01-30,5,2024-03-19,2015-06-06
2022-04-28,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201514643,2015-06-04,2195000,폐기,폐품,내구연한 경과,2022-03-26,5,2022-05-03,2015-06-06
2023-07-28,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201714648,2017-12-31,2865000,매각,중고품,활용부서부재,2023-07-13,10,2023-08-04,2018-02-21
2019-11-26,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201714650,2017-12-31,2865000,폐기,정비필요품,수리비용과다,2019-11-06,10,2019-12-02,2018-02-21
2020-01-07,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201714653,2017-12-31,2865000,폐기,정비필요품,수리비용과다,2019-11-13,10,2020-01-14,2018-02-21
2020-11-23,매각,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201714657,2017-12-31,2865000,매각,중고품,구형화,2020-09-29,10,,2018-02-21
2021-01-08,매각,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201614662,2016-07-23,1670000,매각,중고품,구형화,2020-12-11,5,2021-01-14,2016-08-26
2026-01-20,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201914669,2019-02-17,171000,폐기,정비필요품,수리비용과다,2025-12-14,4,2026-01-23,2019-04-10
2025-04-04,멸실,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201914671,2019-02-17,171000,멸실,중고품,구형화,2025-02-21,4,2025-04-07,2019-04-10
2022-07-16,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201914673,2019-10-27,114000,폐기,폐품,내구연한 경과,2022-06-25,5,2022-07-21,2019-11-03
2021-01-26,매각,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201714674,2017-11-28,7035000,매각,중고품,활용부서부재,2020-12-14,6,2021-01-31,2017-11-30
2021-05-23,매각,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201714683,2017-04-21,1322000,매각,중고품,활용부서부재,2021-04-06,5,2021-05-26,2017-06-14
2022-05-28,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201714686,2017-04-21,1322000,폐기,폐품,내구연한 경과,2022-05-10,5,2022-06-01,2017-06-14
2025-04-04,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201714687,2017-04-21,1322000,폐기,폐품,내구연한 경과,2025-02-21,5,2025-04-10,2017-06-14
2024-07-12,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201614689,2016-04-05,5729000,폐기,폐품,내구연한 경과,2024-06-03,10,2024-07-16,2016-06-04
2018-11-28,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201614691,2016-04-05,5729000,폐기,정비필요품,수리비용과다,2018-10-15,10,,2016-06-04
2021-03-05,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201614695,2016-04-05,5729000,매각,중고품,구형화,2021-01-08,10,2021-03-08,2016-06-04
2023-10-26,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201614705,2016-04-05,5729000,매각,중고품,구형화,2023-09-10,10,2023-10-29,2016-06-04
2023-12-01,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201614711,2016-04-05,5729000,폐기,폐품,내구연한 경과,2023-10-26,10,2023-12-08,2016-06-04
2025-08-05,매각,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202214717,2022-04-13,318000,매각,중고품,활용부서부재,2025-06-11,5,2025-08-10,2022-06-06
2025-12-18,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201614763,2016-07-02,3169000,폐기,폐품,내구연한 경과,2025-10-21,10,2025-12-25,2016-07-05
2021-07-07,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201614764,2016-07-02,3169000,폐기,중고품,구형화,2021-05-17,10,2021-07-14,2016-07-05
2025-12-07,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202014767,2020-02-27,7833000,매각,중고품,구형화,2025-11-15,10,2025-12-10,2020-04-02
2024-09-28,매각,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202014769,2020-02-27,7833000,매각,중고품,활용부서부재,2024-07-30,10,,2020-04-02
2024-08-26,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202014770,2020-02-27,7833000,폐기,폐품,내구연한 경과,2024-07-25,10,2024-09-01,2020-04-02
2024-10-21,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202014773,2020-02-27,7833000,폐기,폐품,내구연한 경과,2024-09-05,10,2024-10-24,2020-04-02
