불용일자,등록일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2022-12-08,2022-12-08,2022-12-15,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615773,2016-09-05,10973000,2016-09-06,,반납,10,중고품,활용부서부재
2023-02-10,2023-02-10,2023-02-17,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615776,2016-09-05,10973000,2016-09-06,,반납,10,중고품,활용부서부재
2020-12-29,2020-12-29,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615778,2016-09-05,10973000,2016-09-06,,반납,10,폐품,내구연한 경과
2023-03-12,2023-03-12,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615780,2016-09-05,10973000,2016-09-06,,반납,10,정비필요품,수리비용과다
2020-01-29,2020-01-29,2020-02-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615782,2016-09-05,10973000,2016-09-06,,반납,10,중고품,활용부서부재
2018-06-18,2018-06-18,2018-06-25,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615783,2016-09-05,10973000,2016-09-06,,반납,10,폐품,내구연한 경과
2023-10-22,2023-10-22,2023-10-29,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615784,2016-09-05,10973000,2016-09-06,,반납,10,중고품,구형화
2021-05-18,2021-05-18,2021-05-25,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615787,2016-09-05,10973000,2016-09-06,,반납,10,신품,활용부서 부재
2023-07-03,2023-07-03,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615788,2016-09-05,10973000,2016-09-06,,반납,10,중고품,구형화
2024-05-08,2024-05-08,2024-05-15,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615791,2016-09-05,10973000,2016-09-06,,반납,10,정비필요품,수리비용과다
2019-11-12,2019-11-12,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615792,2016-09-05,10973000,2016-09-06,,반납,10,정비필요품,수리비용과다
2023-04-28,2023-04-28,2023-05-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615793,2016-09-05,10973000,2016-09-06,,반납,10,폐품,내구연한 경과
2018-01-30,2018-01-30,2018-02-06,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615796,2016-09-05,10973000,2016-09-06,,반납,10,폐품,내구연한 경과
2018-11-07,2018-11-07,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615797,2016-09-05,10973000,2016-09-06,,반납,10,폐품,내구연한 경과
2019-09-18,2019-09-18,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615800,2016-09-05,10973000,2016-09-06,,반납,10,중고품,구형화
2018-06-08,2018-06-08,2018-06-15,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615801,2016-09-05,10973000,2016-09-06,,반납,10,정비필요품,수리비용과다
2020-05-05,2020-05-05,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201615803,2016-09-05,10973000,2016-09-06,,반납,10,폐품,내구연한 경과
2023-08-09,2023-08-09,2023-08-16,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202115814,2021-05-04,5903000,2021-06-12,,반납,10,폐품,내구연한 경과
2023-05-19,2023-05-19,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202115822,2021-05-04,5903000,2021-06-12,,반납,10,중고품,활용부서부재
2023-08-20,2023-08-20,2023-08-27,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202115834,2021-05-04,5903000,2021-06-12,,반납,10,폐품,내구연한 경과
2023-01-06,2023-01-06,2023-01-13,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202115836,2021-05-04,5903000,2021-06-12,,반납,10,중고품,구형화
2022-10-09,2022-10-09,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202015837,2020-12-03,8050000,2021-01-29,,반납,6,폐품,내구연한 경과
2025-11-03,2025-11-03,2025-11-10,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202015839,2020-12-03,8050000,2021-01-29,,반납,6,폐품,내구연한 경과
2026-04-08,2026-04-08,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202015840,2020-12-03,8050000,2021-01-29,,반납,6,폐품,내구연한 경과
2023-07-30,2023-07-30,2023-08-06,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202015842,2020-12-03,8050000,2021-01-29,,반납,6,정비필요품,수리비용과다
2022-09-27,2022-09-27,2022-10-04,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202015843,2020-12-03,8050000,2021-01-29,,반납,6,중고품,구형화
2025-10-07,2025-10-07,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202015844,2020-12-03,8050000,2021-01-29,,반납,6,폐품,내구연한 경과
2024-12-28,2024-12-28,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202015845,2020-12-03,8050000,2021-01-29,,반납,6,폐품,내구연한 경과
2026-03-22,2026-03-22,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201815857,2018-06-15,16646000,2018-06-21,,반납,6,중고품,구형화
2021-09-11,2021-09-11,,hyl0610,황팀장,반려,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201815858,2018-06-15,16646000,2018-06-21,,반납,6,폐품,내구연한 경과
2023-06-09,2023-06-09,2023-06-16,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201815859,2018-06-15,16646000,2018-06-21,,반납,6,정비필요품,수리비용과다
2021-01-17,2021-01-17,2021-01-24,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201815860,2018-06-15,16646000,2018-06-21,,반납,6,정비필요품,수리비용과다
2019-08-11,2019-08-11,2019-08-18,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515863,2015-01-08,4305000,2015-01-11,,반납,10,폐품,내구연한 경과
2022-08-19,2022-08-19,2022-08-26,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515865,2015-01-08,4305000,2015-01-11,,반납,10,중고품,구형화
2024-08-25,2024-08-25,2024-09-01,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515866,2015-01-08,4305000,2015-01-11,,반납,10,폐품,내구연한 경과
2019-12-10,2019-12-10,2019-12-17,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515867,2015-01-08,4305000,2015-01-11,,반납,10,정비필요품,수리비용과다
2023-01-03,2023-01-03,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515869,2015-01-08,4305000,2015-01-11,,반납,10,중고품,활용부서부재
2022-07-17,2022-07-17,2022-07-24,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515870,2015-01-08,4305000,2015-01-11,,반납,10,폐품,내구연한 경과
2017-02-06,2017-02-06,2017-02-13,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515874,2015-01-08,4305000,2015-01-11,,반납,10,정비필요품,수리비용과다
2023-09-18,2023-09-18,2023-09-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515875,2015-01-08,4305000,2015-01-11,,반납,10,폐품,내구연한 경과
2018-05-04,2018-05-04,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515879,2015-01-08,4305000,2015-01-11,,반납,10,폐품,내구연한 경과
2019-12-18,2019-12-18,2019-12-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515881,2015-01-08,4305000,2015-01-11,,반납,10,중고품,구형화
2021-02-04,2021-02-04,2021-02-11,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201515883,2015-01-08,4305000,2015-01-11,,반납,10,폐품,내구연한 경과
2020-06-17,2020-06-17,2020-06-24,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201815885,2018-02-27,180000,2018-04-07,,반납,5,폐품,내구연한 경과
2020-09-13,2020-09-13,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815886,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2024-07-19,2024-07-19,2024-07-26,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815887,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2021-12-16,2021-12-16,2021-12-23,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815888,2018-12-21,7224000,2018-12-26,,반납,10,중고품,구형화
2024-09-28,2024-09-28,2024-10-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815892,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2022-01-15,2022-01-15,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815896,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2022-04-21,2022-04-21,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815899,2018-12-21,7224000,2018-12-26,,반납,10,중고품,활용부서부재
2025-06-30,2025-06-30,2025-07-07,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815900,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2024-11-17,2024-11-17,2024-11-24,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815901,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2021-03-25,2021-03-25,2021-04-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815902,2018-12-21,7224000,2018-12-26,,반납,10,중고품,구형화
2021-01-03,2021-01-03,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815903,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2024-10-25,2024-10-25,2024-11-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815904,2018-12-21,7224000,2018-12-26,,반납,10,정비필요품,수리비용과다
2021-03-06,2021-03-06,2021-03-13,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815905,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2020-04-14,2020-04-14,2020-04-21,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815907,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2025-04-09,2025-04-09,2025-04-16,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815908,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2020-05-09,2020-05-09,2020-05-16,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815909,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2020-07-02,2020-07-02,2020-07-09,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815912,2018-12-21,7224000,2018-12-26,,반납,10,폐품,내구연한 경과
2022-02-05,2022-02-05,2022-02-12,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201815913,2018-12-21,7224000,2018-12-26,,반납,10,중고품,구형화
2023-05-29,2023-05-29,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202015921,2020-06-27,9681000,2020-08-18,,반납,5,정비필요품,수리비용과다
2023-08-28,2023-08-28,2023-09-04,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202015922,2020-06-27,9681000,2020-08-18,,반납,5,폐품,내구연한 경과
2025-06-04,2025-06-04,2025-06-11,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202015923,2020-06-27,9681000,2020-08-18,,반납,5,정비필요품,수리비용과다
2024-10-24,2024-10-24,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202015924,2020-06-27,9681000,2020-08-18,,반납,5,중고품,구형화
2024-03-26,2024-03-26,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202015925,2020-06-27,9681000,2020-08-18,,반납,5,폐품,내구연한 경과
2024-03-01,2024-03-01,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202015938,2020-04-17,3695000,2020-04-23,,반납,10,폐품,내구연한 경과
2023-08-23,2023-08-23,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202015940,2020-04-17,3695000,2020-04-23,,반납,10,중고품,구형화
2026-05-10,2026-05-10,2026-05-17,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202015941,2020-04-17,3695000,2020-04-23,,반납,10,폐품,내구연한 경과
2023-07-25,2023-07-25,2023-08-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202015942,2020-04-17,3695000,2020-04-23,,반납,10,폐품,내구연한 경과
2022-05-03,2022-05-03,2022-05-10,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202015943,2020-04-17,3695000,2020-04-23,,반납,10,정비필요품,수리비용과다
2022-11-03,2022-11-03,2022-11-10,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202015945,2020-04-17,3695000,2020-04-23,,반납,10,폐품,내구연한 경과
2024-07-06,2024-07-06,2024-07-13,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202015947,2020-04-17,3695000,2020-04-23,,반납,10,중고품,활용부서부재
2023-01-15,2023-01-15,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202015951,2020-04-17,3695000,2020-04-23,,반납,10,정비필요품,수리비용과다
2025-12-21,2025-12-21,2025-12-28,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201515954,2015-01-19,755000,2015-01-24,,반납,10,폐품,내구연한 경과
2024-04-29,2024-04-29,2024-05-06,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215958,2022-03-30,10472000,2022-05-29,,반납,10,폐품,내구연한 경과
2026-03-15,2026-03-15,2026-03-22,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215961,2022-03-30,10472000,2022-05-29,,반납,10,중고품,활용부서부재
2024-07-05,2024-07-05,2024-07-12,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215963,2022-03-30,10472000,2022-05-29,,반납,10,중고품,구형화
2024-04-17,2024-04-17,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215968,2022-03-30,10472000,2022-05-29,,반납,10,폐품,내구연한 경과
2025-01-26,2025-01-26,2025-02-02,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215976,2022-03-30,10472000,2022-05-29,,반납,10,중고품,활용부서부재
2025-06-26,2025-06-26,2025-07-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215979,2022-03-30,10472000,2022-05-29,,반납,10,중고품,구형화
2025-07-22,2025-07-22,2025-07-29,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215980,2022-03-30,10472000,2022-05-29,,반납,10,정비필요품,수리비용과다
2025-02-22,2025-02-22,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215985,2022-03-30,10472000,2022-05-29,,반납,10,중고품,구형화
2023-11-16,2023-11-16,2023-11-23,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215986,2022-03-30,10472000,2022-05-29,,반납,10,정비필요품,수리비용과다
2024-07-25,2024-07-25,2024-08-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215987,2022-03-30,10472000,2022-05-29,,반납,10,정비필요품,수리비용과다
2025-05-23,2025-05-23,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215988,2022-03-30,10472000,2022-05-29,,반납,10,신품,활용부서 부재
2024-11-28,2024-11-28,2024-12-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215990,2022-03-30,10472000,2022-05-29,,반납,10,정비필요품,수리비용과다
2025-10-10,2025-10-10,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215993,2022-03-30,10472000,2022-05-29,,반납,10,중고품,구형화
2025-01-20,2025-01-20,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215997,2022-03-30,10472000,2022-05-29,,반납,10,폐품,내구연한 경과
2024-05-23,2024-05-23,2024-05-30,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202215998,2022-03-30,10472000,2022-05-29,,반납,10,정비필요품,수리비용과다
2026-03-27,2026-03-27,2026-04-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202216000,2022-03-30,10472000,2022-05-29,,반납,10,정비필요품,수리비용과다
2025-06-01,2025-06-01,2025-06-08,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202216002,2022-03-30,10472000,2022-05-29,,반납,10,정비필요품,수리비용과다
2023-08-29,2023-08-29,2023-09-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202216004,2022-03-30,10472000,2022-05-29,,반납,10,중고품,구형화
2026-06-02,2026-06-02,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202216006,2022-03-30,10472000,2022-05-29,,반납,10,폐품,내구연한 경과
2021-06-25,2021-06-25,2021-07-02,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516009,2015-04-14,2704000,2015-05-16,,반납,10,정비필요품,수리비용과다
2024-09-19,2024-09-19,2024-09-26,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516010,2015-04-14,2704000,2015-05-16,,반납,10,중고품,구형화
2020-10-06,2020-10-06,2020-10-13,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516013,2015-04-14,2704000,2015-05-16,,반납,10,중고품,활용부서부재
2024-07-14,2024-07-14,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516014,2015-04-14,2704000,2015-05-16,,반납,10,정비필요품,수리비용과다
2020-06-21,2020-06-21,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516015,2015-04-14,2704000,2015-05-16,,반납,10,폐품,내구연한 경과
2017-12-17,2017-12-17,2017-12-24,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516016,2015-04-14,2704000,2015-05-16,,반납,10,폐품,내구연한 경과
2025-12-09,2025-12-09,2025-12-16,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516017,2015-04-14,2704000,2015-05-16,,반납,10,폐품,내구연한 경과
2021-05-20,2021-05-20,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516018,2015-04-14,2704000,2015-05-16,,반납,10,폐품,내구연한 경과
2021-03-19,2021-03-19,2021-03-26,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516021,2015-04-14,2704000,2015-05-16,,반납,10,중고품,구형화
2020-10-02,2020-10-02,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201516022,2015-04-14,2704000,2015-05-16,,반납,10,폐품,내구연한 경과
2026-02-04,2026-02-04,,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202016033,2020-01-22,188000,2020-01-23,,반납,5,정비필요품,수리비용과다
2020-02-24,2020-02-24,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201516037,2015-01-02,6328000,2015-01-05,,반납,6,정비필요품,수리비용과다
2019-03-27,2019-03-27,2019-04-03,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201516038,2015-01-02,6328000,2015-01-05,,반납,6,폐품,내구연한 경과
2021-08-03,2021-08-03,2021-08-10,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201516040,2015-01-02,6328000,2015-01-05,,반납,6,중고품,구형화
2024-10-05,2024-10-05,2024-10-12,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716049,2017-11-14,5105000,2017-12-25,,반납,10,중고품,활용부서부재
2025-03-29,2025-03-29,2025-04-05,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716050,2017-11-14,5105000,2017-12-25,,반납,10,폐품,내구연한 경과
2024-07-11,2024-07-11,2024-07-18,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716056,2017-11-14,5105000,2017-12-25,,반납,10,정비필요품,수리비용과다
2022-06-11,2022-06-11,2022-06-18,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716057,2017-11-14,5105000,2017-12-25,,반납,10,중고품,구형화
2025-09-04,2025-09-04,2025-09-11,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716062,2017-11-14,5105000,2017-12-25,,반납,10,폐품,내구연한 경과
2020-03-02,2020-03-02,2020-03-09,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716063,2017-11-14,5105000,2017-12-25,,반납,10,정비필요품,수리비용과다
2022-04-15,2022-04-15,2022-04-22,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716064,2017-11-14,5105000,2017-12-25,,반납,10,정비필요품,수리비용과다
2023-10-29,2023-10-29,2023-11-05,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716066,2017-11-14,5105000,2017-12-25,,반납,10,중고품,구형화
2026-03-16,2026-03-16,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201916091,2019-12-17,823000,2020-01-29,,반납,5,중고품,활용부서부재
2023-11-16,2023-11-16,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201916095,2019-12-17,823000,2020-01-29,,반납,5,중고품,구형화
2021-12-22,2021-12-22,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201916098,2019-12-17,823000,2020-01-29,,반납,5,중고품,구형화
2026-05-09,2026-05-09,2026-05-16,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202216101,2022-02-21,780000,2022-02-25,,반납,10,중고품,구형화
2022-11-25,2022-11-25,2022-12-02,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201916105,2019-12-01,12463000,2019-12-05,,반납,7,중고품,구형화
