G2B_목록번호,G2B_목록명,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량,승인상태,취득정리구분,운용부서코드,비고
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2022-08-28,80000,2022-10-15,공과대학,취득,4,2,확정,자체구입,D002,
4322260926066170,"라우터, Netgear, (US)PR60X",2015-09-24,2822000,2015-09-28,AI연구원,취득,6,5,확정,자체구입,D010,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2021-05-13,6915000,2021-05-18,중앙도서관,취득,6,9,확정,자체구입,D008,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2021-09-01,5691000,2021-10-25,인문대학,취득,6,7,확정,자체구입,D004,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2020-03-30,261000,2020-04-01,입학처,취득,5,4,확정,자체구입,D007,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2021-01-08,5160000,2021-01-09,총무팀,취득,6,3,확정,자체구입,D005,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2024-04-30,242000,2024-06-29,총무팀,취득,5,4,확정,자체구입,D005,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2024-05-22,8612000,2024-05-28,인문대학,취득,10,23,확정,자체구입,D004,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2021-09-09,2425000,2021-09-14,총무팀,취득,5,2,확정,자체구입,D005,
4322260926066170,"라우터, Netgear, (US)PR60X",2018-04-17,3542000,2018-04-21,입학처,취득,6,7,확정,자체구입,D007,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2018-07-08,3284000,2018-08-28,경영대학,취득,8,5,확정,자체구입,D003,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-09-23,146000,2025-09-26,산학협력단,취득,4,4,확정,자체구입,D009,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2024-03-13,1977000,2024-05-09,중앙도서관,취득,6,1,확정,자체구입,D008,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2022-01-21,473000,2022-02-25,산학협력단,취득,5,8,확정,자체구입,D009,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2018-02-09,4903000,2018-02-10,입학처,취득,8,8,확정,자체구입,D007,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2015-12-04,1630000,2016-01-09,입학처,취득,10,2,확정,자체구입,D007,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-06-02,1439000,2018-06-09,입학처,취득,6,2,확정,자체구입,D007,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2020-08-20,10578000,2020-08-25,총무팀,취득,10,46,확정,자체구입,D005,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2021-07-19,5552000,2021-07-25,인문대학,취득,6,6,확정,자체구입,D004,Quis non soluta magnam officiis.
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2018-01-20,17802000,2018-01-24,인문대학,취득,6,9,확정,자체구입,D004,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2024-05-02,1461000,2024-05-09,중앙도서관,취득,5,6,확정,자체구입,D008,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2023-03-04,13730000,2023-04-16,중앙도서관,취득,6,8,확정,자체구입,D008,Officia quod eveniet.
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2023-10-29,883000,2023-12-06,소프트웨어융합대학,취득,6,1,확정,자체구입,D001,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-08-29,7497000,2025-09-02,AI연구원,취득,10,42,확정,자체구입,D010,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-10-06,465000,2025-11-22,AI연구원,취득,5,8,확정,자체구입,D010,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2016-04-15,879000,2016-06-11,입학처,취득,10,4,확정,자체구입,D007,
4322260926066170,"라우터, Netgear, (US)PR60X",2015-02-22,2971000,2015-02-27,중앙도서관,취득,6,5,확정,자체구입,D008,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2024-11-14,8294000,,시설팀,취득,6,9,대기,자체제작,D006,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2024-08-13,6118000,2024-09-22,AI연구원,취득,6,7,확정,자체구입,D010,
4322260926066170,"라우터, Netgear, (US)PR60X",2016-07-05,1138000,2016-08-11,인문대학,취득,6,2,확정,자체구입,D004,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2019-05-03,241000,2019-05-08,인문대학,취득,5,4,확정,자체구입,D004,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2024-01-31,2941000,2024-02-03,인문대학,취득,10,4,확정,기증,D004,
4322260926066170,"라우터, Netgear, (US)PR60X",2017-09-18,2261000,2017-10-18,입학처,취득,6,4,확정,자체구입,D007,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-02-04,8419000,,공과대학,취득,10,47,대기,자체구입,D002,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2019-05-02,184000,2019-05-09,시설팀,취득,5,2,확정,자체구입,D006,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2016-05-11,2736000,2016-06-17,산학협력단,취득,8,4,확정,자체구입,D009,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2017-11-13,1645000,2017-11-15,소프트웨어융합대학,취득,5,5,확정,자체구입,D001,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2018-05-27,10203000,2018-05-29,AI연구원,취득,6,6,확정,자체구입,D010,Optio a magni facere.
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2016-11-30,4355000,2016-12-02,인문대학,취득,10,24,확정,자체구입,D004,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2020-10-16,1711000,2020-11-28,입학처,취득,10,2,확정,자체구입,D007,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2015-06-11,1381000,2015-06-15,소프트웨어융합대학,취득,5,6,확정,자체구입,D001,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2018-11-10,1814000,2018-12-14,입학처,취득,8,3,확정,자체구입,D007,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2019-08-15,1680000,2019-08-22,경영대학,취득,10,9,확정,자체구입,D003,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2023-03-07,28492000,2023-05-03,산학협력단,취득,7,10,확정,자체구입,D009,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2024-12-27,1866000,,경영대학,취득,8,3,대기,자체구입,D003,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2015-01-01,1304000,2015-01-04,경영대학,취득,10,6,확정,자체구입,D003,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2018-04-03,5012000,2018-04-08,총무팀,취득,6,3,확정,자체구입,D005,
4322260926066170,"라우터, Netgear, (US)PR60X",2022-01-09,4299000,2022-01-11,중앙도서관,취득,6,8,확정,자체구입,D008,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2025-06-09,16580000,2025-06-10,산학협력단,취득,10,45,확정,자체구입,D009,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2025-12-29,9834000,,중앙도서관,취득,5,8,대기,자체구입,D008,Inventore optio quasi consequuntur facere pariatur.
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2021-10-27,1093000,2021-12-12,AI연구원,취득,10,6,확정,자체구입,D010,
4322260926066170,"라우터, Netgear, (US)PR60X",2020-09-09,2705000,2020-10-23,산학협력단,취득,6,5,확정,자체구입,D009,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2022-04-04,4485000,2022-06-01,시설팀,취득,10,23,확정,자체구입,D006,Odit eaque maxime quaerat amet numquam qui.
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2022-06-12,4810000,2022-06-18,소프트웨어융합대학,취득,10,28,확정,자체구입,D001,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2017-09-13,3177000,2017-10-18,인문대학,취득,7,1,확정,자체구입,D004,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2020-02-29,7743000,2020-03-04,중앙도서관,취득,10,32,확정,자체구입,D008,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2024-10-03,2728000,2024-10-07,소프트웨어융합대학,취득,10,15,확정,자체구입,D001,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2022-02-04,13257000,2022-02-05,입학처,취득,10,35,확정,자체구입,D007,Fugiat explicabo quos possimus natus laboriosam velit.
4322261025578661,"허브, Belkin, (US)INC002, 7port",2021-02-03,256000,2021-02-10,인문대학,취득,5,3,확정,자체구입,D004,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2017-03-18,271000,2017-05-10,경영대학,취득,5,1,확정,자체구입,D003,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2023-11-19,3613000,2023-11-23,AI연구원,취득,5,10,확정,자체구입,D010,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2015-12-06,23016000,2016-01-21,경영대학,취득,7,8,확정,자체구입,D003,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2015-10-18,789000,2015-11-21,입학처,취득,10,1,확정,자체구입,D007,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2017-10-22,27740000,2017-10-28,시설팀,취득,7,10,확정,자체구입,D006,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2020-05-08,6565000,2020-06-23,인문대학,취득,10,8,확정,자체구입,D004,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2018-07-19,2898000,2018-09-14,AI연구원,취득,6,3,확정,자체구입,D010,
4322260926066170,"라우터, Netgear, (US)PR60X",2015-03-15,2855000,2015-03-18,중앙도서관,취득,6,5,확정,자체구입,D008,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2016-04-24,4224000,2016-05-24,AI연구원,취득,10,24,확정,자체구입,D010,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2025-08-27,1090000,,공과대학,취득,5,1,대기,자체구입,D002,
4322260926066170,"라우터, Netgear, (US)PR60X",2021-05-26,2257000,2021-07-17,소프트웨어융합대학,취득,6,4,확정,자체구입,D001,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2017-05-10,3644000,2017-06-11,산학협력단,취득,6,4,확정,자체구입,D009,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2021-03-07,174000,2021-03-12,시설팀,취득,5,2,확정,자체구입,D006,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2018-04-24,371000,2018-04-30,소프트웨어융합대학,취득,5,1,확정,자체구입,D001,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2016-03-22,5900000,2016-03-24,AI연구원,취득,6,7,확정,자체구입,D010,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-12-23,5823000,2019-01-28,중앙도서관,취득,6,8,확정,자체제작,D008,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2020-06-14,1399000,2020-06-19,경영대학,취득,8,2,확정,자체구입,D003,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2019-07-03,954000,2019-07-06,총무팀,취득,5,10,확정,자체구입,D005,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2025-09-10,3656000,2025-10-10,시설팀,취득,10,10,확정,자체구입,D006,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2019-06-05,1177000,2019-06-12,입학처,취득,5,5,확정,기증,D007,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2016-05-20,3332000,2016-06-30,입학처,취득,10,4,확정,자체구입,D007,Modi iure perspiciatis.
4322260926066170,"라우터, Netgear, (US)PR60X",2025-09-04,3904000,,시설팀,취득,6,7,대기,자체구입,D006,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-03-29,3433000,2020-05-08,공과대학,취득,6,4,확정,자체구입,D002,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-08-29,5710000,2020-08-30,소프트웨어융합대학,취득,6,6,확정,자체구입,D001,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-01-11,329000,2025-03-06,산학협력단,취득,4,9,확정,자체구입,D009,Facilis eligendi aut expedita commodi praesentium.
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2016-06-16,14493000,2016-06-22,시설팀,취득,6,8,확정,자체구입,D006,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-12-26,3885000,,총무팀,취득,6,5,대기,자체구입,D005,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2016-01-22,5443000,2016-01-25,공과대학,취득,6,3,확정,자체구입,D002,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2018-12-02,4812000,2018-12-06,총무팀,취득,6,5,확정,자체구입,D005,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-08-26,3045000,2025-10-19,공과대학,취득,10,16,확정,자체제작,D002,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2024-05-05,406000,2024-07-02,산학협력단,취득,10,2,확정,자체구입,D009,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2020-05-30,2161000,2020-07-19,산학협력단,취득,5,8,확정,자체구입,D009,Ut voluptatem facilis explicabo vitae exercitationem dolorem magni.
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2018-03-28,1912000,2018-05-11,입학처,취득,5,5,확정,자체구입,D007,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2017-03-30,1665000,2017-05-01,중앙도서관,취득,10,7,확정,자체구입,D008,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2020-09-21,7080000,2020-11-14,산학협력단,취득,10,36,확정,자체구입,D009,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2019-07-19,11111000,2019-08-23,총무팀,취득,5,9,확정,기증,D005,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2018-05-26,512000,2018-05-31,중앙도서관,취득,5,9,확정,자체구입,D008,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2019-07-22,907000,2019-07-25,소프트웨어융합대학,취득,6,1,확정,자체구입,D001,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2021-03-03,7664000,2021-04-04,입학처,취득,6,4,확정,자체구입,D007,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2024-07-17,4885000,2024-07-19,중앙도서관,취득,6,5,확정,자체구입,D008,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2023-02-13,276000,2023-04-08,시설팀,취득,4,7,확정,자체구입,D006,Sed cum temporibus fugiat deserunt.
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2020-04-10,596000,2020-05-26,경영대학,취득,5,10,확정,자체구입,D003,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-11-01,4375000,2025-12-11,입학처,취득,6,6,확정,자체구입,D007,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-10-22,6521000,2016-12-17,경영대학,취득,10,19,확정,자체구입,D003,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2022-03-30,9831000,2022-05-14,입학처,취득,10,46,확정,자체구입,D007,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-10-25,3073000,,시설팀,취득,5,8,대기,자체구입,D006,Sed hic quibusdam doloribus.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2020-07-26,10672000,2020-09-03,시설팀,취득,10,49,확정,자체구입,D006,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-11-27,167000,,산학협력단,취득,5,3,대기,자체구입,D009,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2020-03-03,9365000,2020-04-28,입학처,취득,7,3,확정,자체구입,D007,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2019-07-08,247000,2019-08-18,시설팀,취득,5,1,확정,자체구입,D006,
4322260926066170,"라우터, Netgear, (US)PR60X",2022-01-20,5730000,2022-02-23,경영대학,취득,6,10,확정,자체구입,D003,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2024-12-25,10612000,,경영대학,취득,5,9,대기,자체구입,D003,Tenetur architecto quo nostrum pariatur.
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2021-10-30,1877000,2021-11-02,입학처,취득,6,2,확정,자체구입,D007,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2019-03-24,6906000,2019-03-27,AI연구원,취득,10,39,확정,자체구입,D010,Reiciendis recusandae odio error tempora doloribus amet.
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2025-11-03,3266000,,경영대학,취득,7,1,대기,자체구입,D003,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2016-08-31,1645000,2016-10-30,입학처,취득,6,1,확정,자체구입,D007,Doloribus excepturi accusamus voluptates.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-06-06,8053000,2024-06-10,인문대학,취득,10,38,확정,자체구입,D004,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2022-07-11,1521000,2022-07-18,소프트웨어융합대학,취득,6,2,확정,자체구입,D001,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-12-01,2231000,2025-01-25,시설팀,취득,10,11,확정,자체구입,D006,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2015-03-14,7914000,2015-04-26,총무팀,취득,10,10,확정,자체구입,D005,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2019-11-29,10225000,2020-01-18,시설팀,취득,10,46,확정,자체구입,D006,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2023-11-07,1049000,2023-11-11,공과대학,취득,10,5,확정,자체구입,D002,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2015-12-07,351000,2016-01-06,경영대학,취득,5,4,확정,자체구입,D003,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2019-10-02,2346000,2019-10-09,소프트웨어융합대학,취득,8,4,확정,자체구입,D001,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2023-07-29,2175000,2023-08-29,시설팀,취득,10,9,확정,자체구입,D006,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2023-07-21,1351000,2023-07-28,경영대학,취득,5,4,확정,자체구입,D003,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2017-07-17,193000,2017-08-17,공과대학,취득,4,5,확정,자체구입,D002,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2022-10-01,13758000,2022-11-10,입학처,취득,10,38,확정,자체구입,D007,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2025-07-09,4554000,2025-07-12,시설팀,취득,6,5,확정,자체구입,D006,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2020-02-15,4224000,2020-04-14,AI연구원,취득,6,6,확정,자체구입,D010,Voluptates in ipsum odio a excepturi.
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2023-02-10,1820000,2023-03-18,경영대학,취득,5,7,확정,자체구입,D003,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2018-04-29,2273000,2018-06-17,산학협력단,취득,10,3,확정,자체구입,D009,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2024-08-12,25641000,2024-08-19,입학처,취득,7,9,확정,자체구입,D007,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2022-12-18,206000,2023-02-16,입학처,취득,4,5,확정,자체구입,D007,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2021-05-27,3058000,2021-07-25,경영대학,취득,10,4,확정,자체구입,D003,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2015-01-09,2389000,2015-01-15,산학협력단,취득,5,7,확정,자체구입,D009,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2023-09-10,4496000,2023-09-15,인문대학,취득,8,7,확정,자체구입,D004,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2015-08-19,4444000,2015-10-01,총무팀,취득,6,5,확정,자체구입,D005,Blanditiis at eius.
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2020-05-04,2520000,2020-05-05,중앙도서관,취득,10,3,확정,기증,D008,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2022-03-09,4315000,2022-04-13,시설팀,취득,10,5,확정,자체구입,D006,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2022-06-16,5200000,2022-06-19,공과대학,취득,10,25,확정,자체구입,D002,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2017-08-25,735000,2017-08-28,입학처,취득,5,2,확정,자체구입,D007,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2021-05-01,3538000,2021-06-10,총무팀,취득,6,2,확정,자체구입,D005,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2025-12-28,3416000,2025-12-29,AI연구원,취득,6,4,확정,자체구입,D010,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2024-08-27,350000,2024-08-31,총무팀,취득,4,9,확정,자체구입,D005,
4322260926066170,"라우터, Netgear, (US)PR60X",2025-03-07,523000,,인문대학,취득,6,1,대기,자체구입,D004,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2015-04-04,24981000,2015-04-09,AI연구원,취득,7,9,확정,자체구입,D010,Fugit magnam nesciunt quibusdam eius nemo consequatur.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2021-03-20,11164000,2021-03-24,소프트웨어융합대학,취득,10,48,확정,자체제작,D001,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2023-09-05,3869000,2023-10-06,중앙도서관,취득,6,2,확정,자체구입,D008,Cum perspiciatis expedita quam eligendi dolor.
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2020-12-29,3141000,2021-01-05,공과대학,취득,8,5,확정,자체구입,D002,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2018-07-22,3247000,2018-07-23,경영대학,취득,8,5,확정,자체구입,D003,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2020-03-26,6580000,2020-04-28,소프트웨어융합대학,취득,8,10,확정,자체구입,D001,Mollitia facere officiis et culpa fugiat dolore aliquid.
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2023-03-23,2564000,2023-03-28,공과대학,취득,5,10,확정,자체구입,D002,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2018-09-22,342000,2018-09-29,시설팀,취득,5,1,확정,자체구입,D006,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-04,5647000,2015-07-11,산학협력단,취득,6,8,확정,자체구입,D009,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2018-06-09,3570000,2018-06-16,중앙도서관,취득,8,5,확정,자체구입,D008,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2021-08-25,4845000,2021-08-27,산학협력단,취득,10,23,확정,자체구입,D009,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2024-03-03,2761000,2024-03-04,입학처,취득,6,3,확정,자체구입,D007,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-12-23,8165000,2025-12-27,공과대학,취득,6,10,확정,자체구입,D002,
