물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M201812157,2018-03-12,2018-03-22,False,취득,신규 취득,박대리
M201812157,2018-03-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812183,2018-06-15,2018-06-27,False,취득,신규 취득,박대리
M201812183,2018-06-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812184,2018-06-15,2018-07-01,False,취득,신규 취득,박대리
M201812184,2018-07-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812185,2018-06-15,2018-07-01,False,취득,신규 취득,박대리
M201812185,2018-07-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812186,2018-06-15,2018-06-26,False,취득,신규 취득,박대리
M201812186,2018-06-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812187,2018-06-15,2018-07-05,False,취득,신규 취득,박대리
M201812187,2018-07-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812188,2018-06-15,2018-07-06,False,취득,신규 취득,박대리
M201812188,2018-07-07,2019-01-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201812188,2019-01-18,2099-12-31,True,반납,잉여물품,박대리
M201812189,2018-06-15,2018-06-24,False,취득,신규 취득,박대리
M201812189,2018-06-25,2019-03-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201812189,2019-03-17,2019-04-07,False,반납,잉여물품,박대리
M201812189,2019-04-08,2099-12-31,True,운용,재사용(1회차) 승인 및 사용 시작,박대리
M201812190,2018-06-15,2018-07-04,False,취득,신규 취득,박대리
M201812190,2018-07-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812191,2018-06-15,2018-06-29,False,취득,신규 취득,박대리
M201812191,2018-06-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812192,2018-06-15,2018-06-30,False,취득,신규 취득,박대리
M201812192,2018-07-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812193,2018-06-15,2018-06-22,False,취득,신규 취득,박대리
M201812193,2018-06-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812194,2018-06-15,2018-06-30,False,취득,신규 취득,박대리
M201812194,2018-07-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812195,2018-06-15,2018-07-05,False,취득,신규 취득,박대리
M201812195,2018-07-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812196,2018-06-15,2018-07-02,False,취득,신규 취득,박대리
M201812196,2018-07-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812197,2018-06-15,2018-06-30,False,취득,신규 취득,박대리
M201812197,2018-07-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812198,2018-06-15,2018-06-29,False,취득,신규 취득,박대리
M201812198,2018-06-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812199,2018-06-15,2018-07-02,False,취득,신규 취득,박대리
M201812199,2018-07-03,2019-05-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201812199,2019-05-17,2099-12-31,True,반납,공용전환,박대리
M201812200,2018-06-15,2018-06-22,False,취득,신규 취득,박대리
M201812200,2018-06-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812201,2018-06-15,2018-06-28,False,취득,신규 취득,박대리
M201812201,2018-06-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812202,2018-06-15,2018-06-29,False,취득,신규 취득,박대리
M201812202,2018-06-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812203,2018-06-15,2018-07-03,False,취득,신규 취득,박대리
M201812203,2018-07-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812204,2018-06-15,2018-06-23,False,취득,신규 취득,박대리
M201812204,2018-06-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812205,2018-06-15,2018-06-30,False,취득,신규 취득,박대리
M201812205,2018-07-01,2018-09-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201812205,2018-09-15,2018-10-07,False,반납,사업종료,박대리
M201812205,2018-10-08,2018-12-27,False,불용,활용부서부재,황팀장
M201812205,2018-12-28,2099-12-31,True,처분,폐기 완료,황팀장
M201812206,2018-06-15,2018-07-02,False,취득,신규 취득,박대리
M201812206,2018-07-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812207,2018-06-15,2018-07-04,False,취득,신규 취득,박대리
M201812207,2018-07-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812208,2018-06-15,2018-06-27,False,취득,신규 취득,박대리
M201812208,2018-06-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812209,2018-06-15,2018-07-06,False,취득,신규 취득,박대리
M201812209,2018-07-07,2019-04-21,False,운용,신규운용 승인 및 사용 시작,박대리
M201812209,2019-04-22,2099-12-31,True,반납,사업종료,박대리
M201812210,2018-06-15,2018-06-28,False,취득,신규 취득,박대리
M201812210,2018-06-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812211,2018-06-15,2018-06-30,False,취득,신규 취득,박대리
M201812211,2018-07-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812212,2018-06-15,2018-06-27,False,취득,신규 취득,박대리
M201812212,2018-06-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812213,2018-06-15,2018-06-23,False,취득,신규 취득,박대리
M201812213,2018-06-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812214,2018-06-15,2018-07-02,False,취득,신규 취득,박대리
M201812214,2018-07-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812215,2018-06-15,2018-06-26,False,취득,신규 취득,박대리
M201812215,2018-06-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812216,2018-06-15,2018-06-28,False,취득,신규 취득,박대리
M201812216,2018-06-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812217,2018-06-15,2018-07-11,False,취득,신규 취득,박대리
M201812217,2018-07-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812218,2018-06-15,2018-06-26,False,취득,신규 취득,박대리
M201812218,2018-06-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812360,2018-11-25,2018-12-13,False,취득,신규 취득,박대리
M201812360,2018-12-14,2023-06-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201812360,2023-06-10,2023-08-22,False,불용,노후화(성능저하),황팀장
M201812360,2023-08-23,2099-12-31,True,처분,폐기 완료,황팀장
M201812361,2018-11-25,2018-12-02,False,취득,신규 취득,박대리
M201812361,2018-12-03,2023-04-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201812361,2023-04-28,2023-08-02,False,불용,수리비용과다,황팀장
M201812361,2023-08-03,2099-12-31,True,처분,폐기 완료,황팀장
M201812362,2018-11-25,2018-12-17,False,취득,신규 취득,박대리
M201812362,2018-12-18,2023-10-26,False,운용,신규운용 승인 및 사용 시작,박대리
M201812362,2023-10-27,2023-12-08,False,불용,고장/파손,황팀장
M201812362,2023-12-09,2099-12-31,True,처분,폐기 완료,황팀장
M201812363,2018-11-25,2018-12-17,False,취득,신규 취득,박대리
M201812363,2018-12-18,2022-10-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201812363,2022-10-07,2023-01-10,False,불용,고장/파손,황팀장
M201812363,2023-01-11,2099-12-31,True,처분,폐기 완료,황팀장
M201812374,2018-03-31,2018-04-21,False,취득,신규 취득,박대리
M201812374,2018-04-22,2021-07-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201812374,2021-07-26,2021-09-10,False,불용,고장/파손,황팀장
M201812374,2021-09-11,2099-12-31,True,처분,폐기 완료,황팀장
M201812399,2018-01-14,2018-01-19,False,취득,신규 취득,박대리
M201812399,2018-01-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812447,2018-11-24,2018-12-20,False,취득,신규 취득,박대리
M201812447,2018-12-21,2022-04-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201812447,2022-04-04,2022-06-04,False,불용,수리비용과다,황팀장
M201812447,2022-06-05,2099-12-31,True,처분,폐기 완료,황팀장
M201812470,2018-03-06,2018-03-29,False,취득,신규 취득,박대리
M201812470,2018-03-30,2021-12-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201812470,2021-12-30,2022-02-15,False,불용,노후화(성능저하),황팀장
M201812470,2022-02-16,2099-12-31,True,처분,폐기 완료,황팀장
M201812478,2018-10-03,2018-10-11,False,취득,신규 취득,박대리
M201812478,2018-10-12,2023-07-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201812478,2023-07-10,2023-09-29,False,불용,고장/파손,황팀장
M201812478,2023-09-30,2099-12-31,True,처분,폐기 완료,황팀장
M201812479,2018-10-03,2018-10-07,False,취득,신규 취득,박대리
M201812479,2018-10-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812480,2018-10-03,2018-10-21,False,취득,신규 취득,박대리
M201812480,2018-10-22,2024-02-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201812480,2024-02-29,2024-04-22,False,불용,노후화(성능저하),황팀장
M201812480,2024-04-23,2099-12-31,True,처분,폐기 완료,황팀장
M201812481,2018-10-03,2018-10-23,False,취득,신규 취득,박대리
M201812481,2018-10-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812482,2018-10-03,2018-10-25,False,취득,신규 취득,박대리
M201812482,2018-10-26,2021-01-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201812482,2021-01-09,2021-04-09,False,불용,고장/파손,황팀장
M201812482,2021-04-10,2099-12-31,True,처분,폐기 완료,황팀장
M201812513,2018-03-18,2018-04-07,False,취득,신규 취득,박대리
M201812513,2018-04-08,2022-08-07,False,운용,신규운용 승인 및 사용 시작,박대리
M201812513,2022-08-08,2022-09-29,False,불용,노후화(성능저하),황팀장
M201812513,2022-09-30,2099-12-31,True,처분,폐기 완료,황팀장
M201812514,2018-03-18,2018-04-10,False,취득,신규 취득,박대리
M201812514,2018-04-11,2022-01-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201812514,2022-01-24,2022-04-08,False,불용,고장/파손,황팀장
M201812514,2022-04-09,2099-12-31,True,처분,폐기 완료,황팀장
M201812515,2018-03-18,2018-04-02,False,취득,신규 취득,박대리
M201812515,2018-04-03,2022-08-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201812515,2022-08-24,2022-11-22,False,불용,수리비용과다,황팀장
M201812515,2022-11-23,2099-12-31,True,처분,폐기 완료,황팀장
M201812516,2018-03-18,2018-04-05,False,취득,신규 취득,박대리
M201812516,2018-04-06,2022-01-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201812516,2022-01-17,2099-12-31,True,불용,수리비용과다,황팀장
M201812517,2018-03-18,2018-03-30,False,취득,신규 취득,박대리
M201812517,2018-03-31,2022-04-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201812517,2022-04-24,2022-06-26,False,불용,노후화(성능저하),황팀장
M201812517,2022-06-27,2099-12-31,True,처분,폐기 완료,황팀장
M201812534,2018-06-24,2018-06-29,False,취득,신규 취득,박대리
M201812534,2018-06-30,2023-03-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201812534,2023-03-28,2023-06-04,False,불용,수리비용과다,황팀장
M201812534,2023-06-05,2099-12-31,True,처분,폐기 완료,황팀장
M201812535,2018-06-24,2018-07-01,False,취득,신규 취득,박대리
M201812535,2018-07-02,2023-08-07,False,운용,신규운용 승인 및 사용 시작,박대리
M201812535,2023-08-08,2023-10-15,False,불용,수리비용과다,황팀장
M201812535,2023-10-16,2099-12-31,True,처분,폐기 완료,황팀장
M201812609,2018-01-21,2018-02-04,False,취득,신규 취득,박대리
M201812609,2018-02-05,2024-02-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201812609,2024-02-15,2024-04-05,False,불용,고장/파손,황팀장
M201812609,2024-04-06,2099-12-31,True,처분,폐기 완료,황팀장
M201812610,2018-01-21,2018-02-06,False,취득,신규 취득,박대리
M201812610,2018-02-07,2025-10-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201812610,2025-10-10,2025-12-21,False,불용,수리비용과다,황팀장
M201812610,2025-12-22,2099-12-31,True,처분,폐기 완료,황팀장
M201812637,2018-03-06,2018-03-29,False,취득,신규 취득,박대리
M201812637,2018-03-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812638,2018-03-06,2018-03-27,False,취득,신규 취득,박대리
M201812638,2018-03-28,2023-03-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201812638,2023-03-20,2023-06-25,False,불용,고장/파손,황팀장
M201812638,2023-06-26,2099-12-31,True,처분,폐기 완료,황팀장
M201812684,2018-06-14,2018-06-20,False,취득,신규 취득,박대리
M201812684,2018-06-21,2022-08-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201812684,2022-08-17,2022-10-28,False,불용,노후화(성능저하),황팀장
M201812684,2022-10-29,2099-12-31,True,처분,폐기 완료,황팀장
M201812685,2018-06-14,2018-06-30,False,취득,신규 취득,박대리
M201812685,2018-07-01,2023-04-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201812685,2023-04-17,2023-06-15,False,불용,수리비용과다,황팀장
M201812685,2023-06-16,2099-12-31,True,처분,폐기 완료,황팀장
M201812686,2018-06-14,2018-06-17,False,취득,신규 취득,박대리
M201812686,2018-06-18,2023-06-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201812686,2023-06-05,2023-09-07,False,불용,고장/파손,황팀장
M201812686,2023-09-08,2099-12-31,True,처분,폐기 완료,황팀장
M201812687,2018-06-14,2018-07-05,False,취득,신규 취득,박대리
M201812687,2018-07-06,2023-03-31,False,운용,신규운용 승인 및 사용 시작,박대리
M201812687,2023-04-01,2023-06-18,False,불용,고장/파손,황팀장
M201812687,2023-06-19,2099-12-31,True,처분,폐기 완료,황팀장
M201812688,2018-06-14,2018-06-30,False,취득,신규 취득,박대리
M201812688,2018-07-01,2023-03-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201812688,2023-03-30,2023-06-20,False,불용,고장/파손,황팀장
M201812688,2023-06-21,2099-12-31,True,처분,폐기 완료,황팀장
M201812689,2018-06-14,2018-06-24,False,취득,신규 취득,박대리
M201812689,2018-06-25,2023-03-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201812689,2023-03-15,2023-06-01,False,불용,노후화(성능저하),황팀장
M201812689,2023-06-02,2099-12-31,True,처분,폐기 완료,황팀장
M201812690,2018-06-14,2018-06-27,False,취득,신규 취득,박대리
M201812690,2018-06-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812691,2018-06-14,2018-06-28,False,취득,신규 취득,박대리
M201812691,2018-06-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812692,2018-06-14,2018-07-05,False,취득,신규 취득,박대리
M201812692,2018-07-06,2025-12-05,False,운용,신규운용 승인 및 사용 시작,박대리
M201812692,2025-12-06,2026-02-07,False,불용,수리비용과다,황팀장
M201812692,2026-02-08,2099-12-31,True,처분,폐기 완료,황팀장
M201812693,2018-06-14,2018-06-23,False,취득,신규 취득,박대리
M201812693,2018-06-24,2024-01-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201812693,2024-01-04,2024-03-22,False,불용,수리비용과다,황팀장
M201812693,2024-03-23,2099-12-31,True,처분,폐기 완료,황팀장
M201812694,2018-06-14,2018-06-30,False,취득,신규 취득,박대리
M201812694,2018-07-01,2022-04-10,False,운용,신규운용 승인 및 사용 시작,박대리
M201812694,2022-04-11,2022-06-14,False,불용,수리비용과다,황팀장
M201812694,2022-06-15,2099-12-31,True,처분,폐기 완료,황팀장
M201812695,2018-06-14,2018-06-28,False,취득,신규 취득,박대리
M201812695,2018-06-29,2023-08-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201812695,2023-08-29,2023-11-19,False,불용,수리비용과다,황팀장
M201812695,2023-11-20,2099-12-31,True,처분,폐기 완료,황팀장
M201812696,2018-06-14,2018-07-03,False,취득,신규 취득,박대리
M201812696,2018-07-04,2022-10-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201812696,2022-10-29,2022-12-21,False,불용,고장/파손,황팀장
M201812696,2022-12-22,2099-12-31,True,처분,폐기 완료,황팀장
M201812697,2018-06-14,2018-06-30,False,취득,신규 취득,박대리
M201812697,2018-07-01,2023-12-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201812697,2023-12-21,2024-03-16,False,불용,수리비용과다,황팀장
M201812697,2024-03-17,2099-12-31,True,처분,폐기 완료,황팀장
M201812698,2018-06-14,2018-06-23,False,취득,신규 취득,박대리
M201812698,2018-06-24,2025-08-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201812698,2025-08-16,2025-10-17,False,불용,노후화(성능저하),황팀장
M201812698,2025-10-18,2099-12-31,True,처분,폐기 완료,황팀장
M201812699,2018-06-14,2018-06-20,False,취득,신규 취득,박대리
M201812699,2018-06-21,2025-08-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201812699,2025-08-20,2025-10-02,False,불용,수리비용과다,황팀장
M201812699,2025-10-03,2099-12-31,True,처분,폐기 완료,황팀장
M201812700,2018-06-14,2018-07-07,False,취득,신규 취득,박대리
M201812700,2018-07-08,2023-09-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201812700,2023-09-28,2023-11-25,False,불용,고장/파손,황팀장
M201812700,2023-11-26,2099-12-31,True,처분,매각 완료,황팀장
M201812701,2018-06-14,2018-06-23,False,취득,신규 취득,박대리
M201812701,2018-06-24,2025-01-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201812701,2025-01-05,2025-04-11,False,불용,고장/파손,황팀장
M201812701,2025-04-12,2099-12-31,True,처분,폐기 완료,황팀장
M201812702,2018-06-14,2018-07-06,False,취득,신규 취득,박대리
M201812702,2018-07-07,2021-04-21,False,운용,신규운용 승인 및 사용 시작,박대리
M201812702,2021-04-22,2021-07-19,False,불용,노후화(성능저하),황팀장
M201812702,2021-07-20,2099-12-31,True,처분,폐기 완료,황팀장
M201812703,2018-06-14,2018-06-30,False,취득,신규 취득,박대리
M201812703,2018-07-01,2023-12-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201812703,2023-12-30,2024-04-03,False,불용,노후화(성능저하),황팀장
M201812703,2024-04-04,2099-12-31,True,처분,폐기 완료,황팀장
M201812704,2018-06-14,2018-07-04,False,취득,신규 취득,박대리
M201812704,2018-07-05,2023-03-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201812704,2023-03-26,2023-06-16,False,불용,노후화(성능저하),황팀장
M201812704,2023-06-17,2099-12-31,True,처분,폐기 완료,황팀장
M201812705,2018-06-14,2018-07-03,False,취득,신규 취득,박대리
M201812705,2018-07-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812706,2018-06-14,2018-06-23,False,취득,신규 취득,박대리
M201812706,2018-06-24,2022-08-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201812706,2022-08-20,2022-10-30,False,불용,고장/파손,황팀장
M201812706,2022-10-31,2099-12-31,True,처분,폐기 완료,황팀장
M201812707,2018-06-14,2018-06-26,False,취득,신규 취득,박대리
M201812707,2018-06-27,2024-03-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201812707,2024-03-07,2024-06-06,False,불용,수리비용과다,황팀장
M201812707,2024-06-07,2099-12-31,True,처분,폐기 완료,황팀장
M201812708,2018-06-14,2018-07-06,False,취득,신규 취득,박대리
M201812708,2018-07-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812709,2018-06-14,2018-07-05,False,취득,신규 취득,박대리
M201812709,2018-07-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812714,2018-11-27,2018-12-11,False,취득,신규 취득,박대리
M201812714,2018-12-12,2022-05-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201812714,2022-05-10,2022-07-20,False,불용,고장/파손,황팀장
M201812714,2022-07-21,2099-12-31,True,처분,폐기 완료,황팀장
M201812715,2018-11-27,2018-12-14,False,취득,신규 취득,박대리
M201812715,2018-12-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812716,2018-11-27,2018-12-08,False,취득,신규 취득,박대리
M201812716,2018-12-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812717,2018-11-27,2018-12-16,False,취득,신규 취득,박대리
M201812717,2018-12-17,2024-05-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201812717,2024-05-07,2024-07-23,False,불용,고장/파손,황팀장
M201812717,2024-07-24,2099-12-31,True,처분,폐기 완료,황팀장
M201812783,2018-03-18,2018-04-02,False,취득,신규 취득,박대리
M201812783,2018-04-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201812910,2018-12-12,2018-12-30,False,취득,신규 취득,박대리
M201812910,2018-12-31,2024-03-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201812910,2024-03-03,2024-04-29,False,불용,수리비용과다,황팀장
M201812910,2024-04-30,2099-12-31,True,처분,폐기 완료,황팀장
M201812911,2018-12-12,2018-12-20,False,취득,신규 취득,박대리
M201812911,2018-12-21,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813150,2018-06-18,2018-07-05,False,취득,신규 취득,박대리
M201813150,2018-07-06,2024-12-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201813150,2024-12-15,2025-01-27,False,불용,고장/파손,황팀장
M201813150,2025-01-28,2099-12-31,True,처분,폐기 완료,황팀장
M201813151,2018-06-18,2018-06-25,False,취득,신규 취득,박대리
M201813151,2018-06-26,2024-10-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201813151,2024-10-04,2024-12-13,False,불용,고장/파손,황팀장
M201813151,2024-12-14,2099-12-31,True,처분,폐기 완료,황팀장
M201813152,2018-06-18,2018-07-10,False,취득,신규 취득,박대리
M201813152,2018-07-11,2023-04-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201813152,2023-04-03,2023-05-24,False,불용,노후화(성능저하),황팀장
M201813152,2023-05-25,2099-12-31,True,처분,폐기 완료,황팀장
M201813153,2018-06-18,2018-07-07,False,취득,신규 취득,박대리
M201813153,2018-07-08,2020-11-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201813153,2020-11-20,2021-01-30,False,불용,수리비용과다,황팀장
M201813153,2021-01-31,2099-12-31,True,처분,폐기 완료,황팀장
M201813154,2018-06-18,2018-06-28,False,취득,신규 취득,박대리
M201813154,2018-06-29,2023-12-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201813154,2023-12-13,2024-02-23,False,불용,노후화(성능저하),황팀장
M201813154,2024-02-24,2099-12-31,True,처분,폐기 완료,황팀장
M201813155,2018-06-18,2018-07-04,False,취득,신규 취득,박대리
M201813155,2018-07-05,2022-03-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201813155,2022-03-15,2022-06-02,False,불용,고장/파손,황팀장
M201813155,2022-06-03,2099-12-31,True,처분,폐기 완료,황팀장
M201813156,2018-06-18,2018-07-06,False,취득,신규 취득,박대리
M201813156,2018-07-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813157,2018-06-18,2018-07-03,False,취득,신규 취득,박대리
M201813157,2018-07-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813158,2018-06-18,2018-07-06,False,취득,신규 취득,박대리
M201813158,2018-07-07,2023-08-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201813158,2023-08-18,2023-10-25,False,불용,노후화(성능저하),황팀장
M201813158,2023-10-26,2099-12-31,True,처분,폐기 완료,황팀장
M201813159,2018-06-18,2018-06-30,False,취득,신규 취득,박대리
M201813159,2018-07-01,2024-03-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201813159,2024-03-28,2024-05-27,False,불용,수리비용과다,황팀장
M201813159,2024-05-28,2099-12-31,True,처분,폐기 완료,황팀장
M201813160,2018-06-18,2018-07-11,False,취득,신규 취득,박대리
M201813160,2018-07-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813161,2018-06-18,2018-07-04,False,취득,신규 취득,박대리
M201813161,2018-07-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813162,2018-06-18,2018-07-04,False,취득,신규 취득,박대리
M201813162,2018-07-05,2024-09-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201813162,2024-09-30,2024-12-19,False,불용,고장/파손,황팀장
M201813162,2024-12-20,2099-12-31,True,처분,매각 완료,황팀장
M201813163,2018-06-18,2018-06-30,False,취득,신규 취득,박대리
M201813163,2018-07-01,2022-11-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201813163,2022-12-01,2099-12-31,True,불용,고장/파손,황팀장
M201813164,2018-06-18,2018-07-04,False,취득,신규 취득,박대리
M201813164,2018-07-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813165,2018-06-18,2018-07-05,False,취득,신규 취득,박대리
M201813165,2018-07-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813166,2018-06-18,2018-07-01,False,취득,신규 취득,박대리
M201813166,2018-07-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813167,2018-06-18,2018-07-05,False,취득,신규 취득,박대리
M201813167,2018-07-06,2022-07-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201813167,2022-07-21,2022-10-17,False,불용,고장/파손,황팀장
M201813167,2022-10-18,2099-12-31,True,처분,폐기 완료,황팀장
M201813168,2018-06-18,2018-06-29,False,취득,신규 취득,박대리
M201813168,2018-06-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813169,2018-06-18,2018-07-11,False,취득,신규 취득,박대리
M201813169,2018-07-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813170,2018-06-18,2018-06-27,False,취득,신규 취득,박대리
M201813170,2018-06-28,2024-04-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201813170,2024-04-13,2024-07-10,False,불용,노후화(성능저하),황팀장
M201813170,2024-07-11,2099-12-31,True,처분,폐기 완료,황팀장
M201813171,2018-06-18,2018-07-05,False,취득,신규 취득,박대리
M201813171,2018-07-06,2024-03-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201813171,2024-03-17,2024-05-22,False,불용,노후화(성능저하),황팀장
M201813171,2024-05-23,2099-12-31,True,처분,폐기 완료,황팀장
M201813172,2018-06-18,2018-07-02,False,취득,신규 취득,박대리
M201813172,2018-07-03,2025-04-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201813172,2025-04-26,2025-08-01,False,불용,고장/파손,황팀장
M201813172,2025-08-02,2099-12-31,True,처분,폐기 완료,황팀장
M201813173,2018-06-18,2018-07-03,False,취득,신규 취득,박대리
M201813173,2018-07-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813174,2018-06-18,2018-06-30,False,취득,신규 취득,박대리
M201813174,2018-07-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201813175,2018-06-18,2018-07-03,False,취득,신규 취득,박대리
M201813175,2018-07-04,2022-06-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201813175,2022-06-15,2022-07-29,False,불용,수리비용과다,황팀장
M201813175,2022-07-30,2099-12-31,True,처분,폐기 완료,황팀장
M201813176,2018-06-18,2018-07-07,False,취득,신규 취득,박대리
M201813176,2018-07-08,2022-03-10,False,운용,신규운용 승인 및 사용 시작,박대리
M201813176,2022-03-11,2022-05-01,False,불용,노후화(성능저하),황팀장
