G2B_목록번호,G2B_목록명,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,승인상태,취득정리구분,운용부서코드,비고,수량
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-01-03,2991000,2016-01-08,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-02-02,2842000,2016-02-07,,처분,6,확정,자체구입,A351,실습실 네트워크 증설,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-02-02,2842000,2016-02-07,시설팀(ERICA),운용,6,확정,자체구입,A351,실습실 네트워크 증설,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-05-08,1663000,2016-05-18,,처분,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-05-08,1663000,2016-05-18,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-05-19,4801000,2016-05-26,,반납,6,확정,자체제작,C354,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-05-19,4801000,2016-05-26,,처분,6,확정,자체제작,C354,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-05-19,4801000,2016-05-26,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체제작,C354,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-05-20,2987000,2016-05-24,학생지원팀(ERICA),불용,6,확정,자체구입,A320,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-05-20,2987000,2016-05-24,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-07-24,2516000,2016-07-27,,처분,6,확정,자체구입,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-07-24,2516000,2016-07-27,시설팀(ERICA),운용,6,확정,자체구입,A351,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-08-13,4611000,2016-08-20,,반납,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-08-13,4611000,2016-08-20,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-08-13,4611000,2016-08-20,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-08-29,3481000,2016-09-10,,처분,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-08-29,3481000,2016-09-10,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-09-05,2166000,2016-09-11,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-09-15,5900000,2016-09-21,,반납,6,확정,자체구입,C354,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-09-15,5900000,2016-09-21,,처분,6,확정,자체구입,C354,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-09-15,5900000,2016-09-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-10-03,995000,2016-10-08,시설팀(ERICA),운용,6,확정,자체구입,A351,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-11-15,1152000,2016-11-25,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-11-15,1152000,2016-11-25,경상대학RC행정팀(ERICA),취득,6,확정,자체구입,C364,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-12-09,1549000,2016-12-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-12-15,542000,2016-12-27,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-12-22,3059000,2017-01-01,,처분,6,확정,자체구입,C360,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2016-12-22,3059000,2017-01-01,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-01-16,593000,2017-01-30,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-01-21,4124000,2017-01-28,,불용,6,확정,자체구입,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-01-21,4124000,2017-01-28,시설팀(ERICA),운용,6,확정,자체구입,A351,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-05-17,4648000,2017-05-26,,반납,6,확정,자체구입,A320,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-05-17,4648000,2017-05-26,,처분,6,확정,자체구입,A320,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-05-17,4648000,2017-05-26,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-06-17,3669000,2017-07-01,,반납,6,확정,자체구입,C364,실습실 네트워크 증설,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-06-17,3669000,2017-07-01,,처분,6,확정,자체구입,C364,실습실 네트워크 증설,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-06-17,3669000,2017-07-01,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,실습실 네트워크 증설,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-06-23,2824000,2017-06-29,,반납,6,확정,자체구입,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-06-23,2824000,2017-06-29,시설팀(ERICA),운용,6,확정,자체구입,A351,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-06-28,5061000,2017-07-02,,반납,6,확정,자체구입,C364,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-06-28,5061000,2017-07-02,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,9
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-06-29,2756000,2017-07-13,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-07-29,2928000,2017-08-08,학생지원팀(ERICA),운용,6,확정,자체구입,A320,실습실 네트워크 증설,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-07-29,2928000,2017-08-08,학생지원팀(ERICA),처분,6,확정,자체구입,A320,실습실 네트워크 증설,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-07-31,4278000,2017-08-13,,반납,6,확정,자체구입,C354,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-07-31,4278000,2017-08-13,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-08-18,2612000,2017-08-31,,불용,6,확정,자체구입,A320,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-08-18,2612000,2017-08-31,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-08-18,2612000,2017-08-31,학생지원팀(ERICA),처분,6,확정,자체구입,A320,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-10-11,2175000,2017-10-15,,처분,6,확정,자체구입,C360,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-10-11,2175000,2017-10-15,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-12-19,5225000,2017-12-24,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,9
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2017-12-24,1142000,2018-01-05,,처분,6,확정,기증,C364,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-01-08,4018000,2018-01-16,공학대학RC행정팀(ERICA),운용,6,확정,기증,C352,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-01-17,3219000,2018-01-21,,불용,6,확정,자체구입,A320,실습실 네트워크 증설,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-01-17,3219000,2018-01-21,,처분,6,확정,자체구입,A320,실습실 네트워크 증설,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-01-17,3219000,2018-01-21,학생지원팀(ERICA),운용,6,확정,자체구입,A320,실습실 네트워크 증설,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-02-16,559000,2018-02-23,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-04-08,4051000,2018-04-15,,반납,6,확정,자체구입,C364,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-04-08,4051000,2018-04-15,,처분,6,확정,자체구입,C364,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-04-08,4051000,2018-04-15,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-04-15,4884000,2018-04-26,,처분,6,확정,자체구입,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-04-15,4884000,2018-04-26,시설팀(ERICA),운용,6,확정,자체구입,A351,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-04-30,4029000,2018-05-06,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-05-01,1048000,2018-05-10,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-05-31,5595000,2018-06-14,,처분,6,확정,자체구입,A320,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-05-31,5595000,2018-06-14,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-06-19,2204000,2018-06-29,,처분,6,확정,자체구입,C360,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-06-19,2204000,2018-06-29,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-06-26,4133000,2018-07-07,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-07-08,1782000,2018-07-15,경상대학RC행정팀(ERICA),운용,6,확정,자체제작,C364,,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-07-08,3089000,2018-07-15,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-09-18,4599000,2018-09-23,,반납,6,확정,자체구입,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-09-18,4599000,2018-09-23,,처분,6,확정,자체구입,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-09-18,4599000,2018-09-23,시설팀(ERICA),운용,6,확정,자체구입,A351,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-10-04,4588000,2018-10-09,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,9
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-10-13,4768000,2018-10-23,,처분,6,확정,자체구입,C354,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-10-13,4768000,2018-10-23,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-10-13,4768000,2018-10-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,확정,자체구입,C354,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2018-11-23,4783000,2018-11-30,시설팀(ERICA),운용,6,확정,자체구입,A351,,9
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-02-10,1137000,2019-02-15,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-02-14,4408000,2019-02-20,,반납,6,확정,자체구입,C360,실습실 네트워크 증설,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-02-14,4408000,2019-02-20,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,실습실 네트워크 증설,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-04-20,2257000,2019-04-28,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-04-26,1804000,2019-05-07,,반납,6,확정,자체구입,C360,학과 전산망 고도화,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-04-26,1804000,2019-05-07,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,학과 전산망 고도화,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-05-11,520000,2019-05-17,소프트웨어융합대학RC행정팀(ERICA),취득,6,확정,자체구입,C354,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-06-09,1534000,2019-06-16,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-06-29,515000,2019-07-03,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-07-09,1122000,2019-07-20,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-08-20,2846000,2019-08-29,,처분,6,확정,자체제작,C364,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-08-20,2846000,2019-08-29,경상대학RC행정팀(ERICA),운용,6,확정,자체제작,C364,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-08-22,4126000,2019-08-26,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-08-22,4126000,2019-08-26,공학대학RC행정팀(ERICA),취득,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-08-31,2808000,2019-09-11,,처분,6,확정,자체구입,C360,실습실 네트워크 증설,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-08-31,2808000,2019-09-11,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,실습실 네트워크 증설,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-09-25,4009000,2019-10-04,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-11-02,4090000,2019-11-12,,반납,6,확정,자체구입,C364,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-11-02,4090000,2019-11-12,,처분,6,확정,자체구입,C364,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-11-02,4090000,2019-11-12,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-12-16,3741000,2019-12-25,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2019-12-22,2248000,2019-12-28,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-02-18,4114000,2020-02-28,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,기증,C360,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-02-18,4114000,2020-02-28,글로벌문화통상대학RC행정팀(ERICA),취득,6,확정,기증,C360,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-02-26,1597000,2020-03-10,,처분,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-02-26,1597000,2020-03-10,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-04-09,3672000,2020-04-12,,불용,6,확정,자체구입,C354,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-04-09,3672000,2020-04-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-05-03,4042000,2020-05-12,,처분,6,확정,자체구입,C352,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-05-03,4042000,2020-05-12,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-05-10,2239000,2020-05-23,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-05-28,1168000,2020-06-10,,반납,6,확정,자체제작,A351,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-06-20,4849000,2020-07-03,,반납,6,확정,자체구입,A320,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-06-20,4849000,2020-07-03,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-08-28,2331000,2020-09-11,시설팀(ERICA),운용,6,확정,자체구입,A351,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-09-06,2035000,2020-09-11,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-09-11,4512000,2020-09-19,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,9
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-10-12,1615000,2020-10-26,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-11-08,603000,2020-11-15,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2020-11-15,1531000,2020-11-18,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-01-04,3314000,2021-01-12,,반납,6,확정,자체구입,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-01-04,3314000,2021-01-12,시설팀(ERICA),운용,6,확정,자체구입,A351,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-01-11,588000,2021-01-24,시설팀(ERICA),운용,6,확정,기증,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-01-11,5089000,2021-01-16,,반납,6,확정,자체구입,C364,실습실 네트워크 증설,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-01-11,5089000,2021-01-16,,처분,6,확정,자체구입,C364,실습실 네트워크 증설,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-01-11,5089000,2021-01-16,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,실습실 네트워크 증설,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-02-05,2715000,2021-02-13,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-02-22,4958000,2021-03-02,,불용,6,확정,자체구입,C352,학과 전산망 고도화,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-02-22,4958000,2021-03-02,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,학과 전산망 고도화,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-02-22,4958000,2021-03-02,공학대학RC행정팀(ERICA),취득,6,확정,자체구입,C352,학과 전산망 고도화,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-03-19,4518000,2021-03-28,시설팀(ERICA),운용,6,확정,자체구입,A351,,9
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-03-25,4971000,2021-04-01,,반납,6,확정,자체구입,C360,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-03-25,4971000,2021-04-01,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-03-25,4971000,2021-04-01,글로벌문화통상대학RC행정팀(ERICA),취득,6,확정,자체구입,C360,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-04-30,3487000,2021-05-11,,처분,6,확정,자체구입,A320,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-04-30,3487000,2021-05-11,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-05-20,4678000,2021-06-01,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-06-08,3923000,2021-06-13,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-07-01,2058000,2021-07-05,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-07-07,5388000,2021-07-13,,처분,6,확정,자체구입,A320,학과 전산망 고도화,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-07-07,5388000,2021-07-13,학생지원팀(ERICA),운용,6,확정,자체구입,A320,학과 전산망 고도화,9
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-09-12,5340000,2021-09-25,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,9
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-10-03,525000,2021-10-12,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-11-11,3051000,2021-11-22,,반납,6,확정,자체구입,A351,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-11-11,3051000,2021-11-22,시설팀(ERICA),운용,6,확정,자체구입,A351,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2021-11-15,502000,2021-11-22,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-01-01,5254000,2022-01-12,,처분,6,확정,자체구입,C364,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-01-01,5254000,2022-01-12,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-01-07,4745000,2022-01-18,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-01-11,2934000,2022-01-22,시설팀(ERICA),운용,6,확정,자체구입,A351,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-01-15,3624000,2022-01-28,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-01-15,3624000,2022-01-28,공학대학RC행정팀(ERICA),취득,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-02-21,4577000,2022-02-28,,처분,6,확정,자체구입,C360,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-02-21,4577000,2022-02-28,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-04-22,2800000,2022-05-05,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-05-16,1499000,2022-05-22,시설팀(ERICA),운용,6,확정,자체구입,A351,,3
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-06-23,4698000,2022-07-03,,반납,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-06-23,4698000,2022-07-03,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-07-27,3528000,2022-08-08,,처분,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-07-27,3528000,2022-08-08,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-08-06,3516000,2022-08-10,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,6
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-08-09,2562000,2022-08-12,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,5
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-10-18,2063000,2022-10-30,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-10-19,533000,2022-11-02,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-11-23,5336000,2022-11-29,,처분,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-11-23,5336000,2022-11-29,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,8
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2022-12-07,5112000,2022-12-20,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,10
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2023-01-10,1632000,2023-01-15,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,2
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2023-01-10,1632000,2023-01-15,경상대학RC행정팀(ERICA),취득,6,확정,자체구입,C364,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2023-01-10,3695000,2023-01-20,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,7
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2023-02-19,1999000,2023-03-03,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,4
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2023-04-26,5281000,2023-05-08,경상대학RC행정팀(ERICA),운용,6,확정,기증,C364,,10
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2023-06-11,3503000,2023-06-23,,처분,6,확정,자체구입,C352,,1
4322260926066170,"라우터, Netgear, (US)PR60X",ERICA,2023-06-11,3503000,2023-06-23,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,6
