물품고유번호,G2B목록명,물품분류명,내용연수,취득금액,운용부서코드,취득일자,반납일자,불용일자,상태변화,불용사유,물품상태,처분방식,운용부서명,캠퍼스,운용연차,학습데이터여부,잔여내용연수,부서가혹도,누적사용부하,고장임박도,가격민감도,장비중요도,리드타임등급,실제잔여수명,예측잔여수명,(월별)고장예상수량,안전재고,필요수량,AI예측고장일,안전버퍼,권장발주일,예측실행일자,데이터세트구분,운용월수,취득월
M201810272,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2025-02-22,,수리비용과다,,,경상대학RC행정팀(ERICA),ERICA,7.56,N,-2.56,1.0,7.56,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,92,7
M201810273,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2025-12-06,,노후화(성능저하),,,경상대학RC행정팀(ERICA),ERICA,7.56,N,-2.56,1.0,7.56,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,92,7
M201810274,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-11-10,,수리비용과다,불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.62,Y,-0.62,1.0,5.62,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,68,7
M201810275,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-01-10,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,4.76,Y,0.24,1.0,4.76,0.91,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,57,7
M201810276,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2024-02-19,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.89,Y,-0.89,1.0,5.89,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,71,7
M201810277,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2022-01-05,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,3.76,Y,1.24,1.0,3.76,0.57,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,45,7
M201810278,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2025-03-23,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,6.98,Y,-1.98,1.0,6.98,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,84,7
M201810279,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2024-03-29,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,6.02,Y,-1.02,1.0,6.02,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,73,7
M201810280,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-01-12,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,4.54,N,0.46,1.0,4.54,0.82,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,55,7
M201810281,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2024-11-01,,고장/파손,,,경상대학RC행정팀(ERICA),ERICA,7.56,N,-2.56,1.0,7.56,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,92,7
M201810282,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-07-27,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,5.32,Y,-0.32,1.0,5.32,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,64,7
M201810283,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2022-08-08,,수리비용과다,불용품,폐기,경상대학RC행정팀(ERICA),ERICA,4.35,Y,0.65,1.0,4.35,0.76,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,52,7
M201810284,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2022-12-06,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,4.68,Y,0.32,1.0,4.68,0.88,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,56,7
M201810285,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2026-02-07,,수리비용과다,,,경상대학RC행정팀(ERICA),ERICA,7.56,N,-2.56,1.0,7.56,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,92,7
M201810286,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2025-03-20,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,6.94,Y,-1.94,1.0,6.94,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,84,7
M201810287,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2024-04-09,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,6.05,Y,-1.05,1.0,6.05,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,73,7
M201810288,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-10-03,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.55,Y,-0.55,1.0,5.55,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,67,7
M201810289,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-05-26,,수리비용과다,불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.06,Y,-0.06,1.0,5.06,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,61,7
M201810290,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2025-04-16,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,6.94,Y,-1.94,1.0,6.94,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,84,7
M201810291,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-12-25,,수리비용과다,불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.72,Y,-0.72,1.0,5.72,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,69,7
M201810292,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2025-05-18,,고장/파손,,,경상대학RC행정팀(ERICA),ERICA,7.56,N,-2.56,1.0,7.56,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,92,7
M201810293,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-11-07,,노후화(성능저하),불용품,매각,경상대학RC행정팀(ERICA),ERICA,5.64,N,-0.64,1.0,5.64,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,68,7
M201810294,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2022-11-19,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,4.64,Y,0.36,1.0,4.64,0.86,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,56,7
M201810295,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2025-12-08,,수리비용과다,,,경상대학RC행정팀(ERICA),ERICA,7.56,N,-2.56,1.0,7.56,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,92,7
M201810296,데스크톱컴퓨터,데스크톱컴퓨터,5,15080000,C364,2018-07-20,,2023-05-26,,수리비용과다,불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.05,Y,-0.05,1.0,5.05,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Train,61,7
M202510297,데스크톱컴퓨터,데스크톱컴퓨터,5,620000,C364,2025-03-03,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.94,N,4.06,1.0,0.94,0.04,0.72,0.5,0,,,0,0,0,,0.0,,2026-02-08,Prediction,11,3
M201910298,데스크톱컴퓨터,데스크톱컴퓨터,5,1188000,C364,2019-12-19,,2025-07-23,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.79,Y,-0.79,1.0,5.79,1.0,0.76,0.53,0,,,0,0,0,,0.0,,2026-02-08,Test,70,12
M201910299,데스크톱컴퓨터,데스크톱컴퓨터,5,1188000,C364,2019-12-19,,2025-08-21,,수리비용과다,불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.95,Y,-0.95,1.0,5.95,1.0,0.76,0.53,0,,,0,0,0,,0.0,,2026-02-08,Test,72,12
M201810300,데스크톱컴퓨터,데스크톱컴퓨터,5,516000,C364,2018-06-14,,2024-02-06,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,5.96,Y,-0.96,1.0,5.96,1.0,0.71,0.5,0,,,0,0,0,,0.0,,2026-02-08,Train,72,6
M202410301,데스크톱컴퓨터,데스크톱컴퓨터,5,2376000,C364,2024-06-19,,,,,,,경상대학RC행정팀(ERICA),ERICA,1.64,N,3.36,1.0,1.64,0.11,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,19,6
M202410302,데스크톱컴퓨터,데스크톱컴퓨터,5,2376000,C364,2024-06-19,,,,,,,경상대학RC행정팀(ERICA),ERICA,1.64,N,3.36,1.0,1.64,0.11,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,19,6
M202410303,데스크톱컴퓨터,데스크톱컴퓨터,5,2376000,C364,2024-06-19,,,,,,,경상대학RC행정팀(ERICA),ERICA,1.64,N,3.36,1.0,1.64,0.11,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,19,6
M202410304,데스크톱컴퓨터,데스크톱컴퓨터,5,2376000,C364,2024-06-19,,,,,,,경상대학RC행정팀(ERICA),ERICA,1.64,N,3.36,1.0,1.64,0.11,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,19,6
M201710305,데스크톱컴퓨터,데스크톱컴퓨터,5,1224000,C364,2017-02-23,,2020-05-10,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,3.49,Y,1.51,1.0,3.49,0.49,0.76,0.53,0,,,0,0,0,,0.0,,2026-02-08,Train,42,2
M201710306,데스크톱컴퓨터,데스크톱컴퓨터,5,1224000,C364,2017-02-23,,2022-02-28,,수리비용과다,불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.33,Y,-0.33,1.0,5.33,1.0,0.76,0.53,0,,,0,0,0,,0.0,,2026-02-08,Train,64,2
M202310307,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310308,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310309,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310310,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310311,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310312,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310313,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310314,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310315,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310316,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310317,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310318,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310319,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310320,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310321,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310322,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310323,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310324,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310325,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310326,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310327,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310328,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310329,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310330,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310331,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310332,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310333,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310334,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310335,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310336,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,2024-01-02,,사업종료,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310337,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310338,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310339,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310340,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310341,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310342,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202310343,데스크톱컴퓨터,데스크톱컴퓨터,5,19573000,C364,2023-12-04,,,,,,,경상대학RC행정팀(ERICA),ERICA,2.18,N,2.82,1.0,2.18,0.19,0.91,0.79,1,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M201910344,데스크톱컴퓨터,데스크톱컴퓨터,5,2930000,C364,2019-02-13,,2023-02-21,,노후화(성능저하),,,경상대학RC행정팀(ERICA),ERICA,6.99,N,-1.99,1.0,6.99,1.0,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,85,2
M201910345,데스크톱컴퓨터,데스크톱컴퓨터,5,2930000,C364,2019-02-13,,2025-01-20,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,6.21,Y,-1.21,1.0,6.21,1.0,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Valid,75,2
M201910346,데스크톱컴퓨터,데스크톱컴퓨터,5,2930000,C364,2019-02-13,,2025-09-19,,노후화(성능저하),,,경상대학RC행정팀(ERICA),ERICA,6.99,N,-1.99,1.0,6.99,1.0,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,85,2
M201910347,데스크톱컴퓨터,데스크톱컴퓨터,5,2930000,C364,2019-02-13,,2025-03-25,,고장/파손,,,경상대학RC행정팀(ERICA),ERICA,6.99,N,-1.99,1.0,6.99,1.0,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,85,2
M201910348,데스크톱컴퓨터,데스크톱컴퓨터,5,2930000,C364,2019-02-13,,2025-09-20,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,6.87,Y,-1.87,1.0,6.87,1.0,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Valid,83,2
M202610349,데스크톱컴퓨터,데스크톱컴퓨터,5,2724000,C364,2026-01-26,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.04,N,4.96,1.0,0.04,0.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,0,1
M202610350,데스크톱컴퓨터,데스크톱컴퓨터,5,2724000,C364,2026-01-26,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.04,N,4.96,1.0,0.04,0.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,0,1
M202610351,데스크톱컴퓨터,데스크톱컴퓨터,5,2724000,C364,2026-01-26,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.04,N,4.96,1.0,0.04,0.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,0,1
M202610352,데스크톱컴퓨터,데스크톱컴퓨터,5,2724000,C364,2026-01-26,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.04,N,4.96,1.0,0.04,0.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,0,1
M201910353,데스크톱컴퓨터,데스크톱컴퓨터,5,603000,C364,2019-07-02,,,,,,,경상대학RC행정팀(ERICA),ERICA,6.61,N,-1.61,1.0,6.61,1.0,0.72,0.5,0,,,0,0,0,,0.0,,2026-02-08,Prediction,80,7
M202410354,데스크톱컴퓨터,데스크톱컴퓨터,5,2028000,C364,2024-09-12,,,,,,,경상대학RC행정팀(ERICA),ERICA,1.41,N,3.59,1.0,1.41,0.08,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Prediction,17,9
M202410355,데스크톱컴퓨터,데스크톱컴퓨터,5,2028000,C364,2024-09-12,,,,,,,경상대학RC행정팀(ERICA),ERICA,1.41,N,3.59,1.0,1.41,0.08,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Prediction,17,9
M202410356,데스크톱컴퓨터,데스크톱컴퓨터,5,2028000,C364,2024-09-12,,,,,,,경상대학RC행정팀(ERICA),ERICA,1.41,N,3.59,1.0,1.41,0.08,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Prediction,17,9
M201910357,데스크톱컴퓨터,데스크톱컴퓨터,5,1689000,C364,2019-05-15,,2025-10-05,,수리비용과다,,,경상대학RC행정팀(ERICA),ERICA,6.74,N,-1.74,1.0,6.74,1.0,0.78,0.55,0,,,0,0,0,,0.0,,2026-02-08,Prediction,82,5
M201910358,데스크톱컴퓨터,데스크톱컴퓨터,5,1689000,C364,2019-05-15,,2025-12-31,,수리비용과다,,,경상대학RC행정팀(ERICA),ERICA,6.74,N,-1.74,1.0,6.74,1.0,0.78,0.55,0,,,0,0,0,,0.0,,2026-02-08,Prediction,82,5
M201910359,데스크톱컴퓨터,데스크톱컴퓨터,5,1689000,C364,2019-05-15,,2025-04-10,,고장/파손,,,경상대학RC행정팀(ERICA),ERICA,6.74,N,-1.74,1.0,6.74,1.0,0.78,0.55,0,,,0,0,0,,0.0,,2026-02-08,Prediction,82,5
M202510360,데스크톱컴퓨터,데스크톱컴퓨터,5,2604000,C364,2025-03-26,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.87,N,4.13,1.0,0.87,0.03,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,10,3
M202510361,데스크톱컴퓨터,데스크톱컴퓨터,5,2604000,C364,2025-03-26,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.87,N,4.13,1.0,0.87,0.03,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,10,3
M202510362,데스크톱컴퓨터,데스크톱컴퓨터,5,2604000,C364,2025-03-26,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.87,N,4.13,1.0,0.87,0.03,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,10,3
M202510363,데스크톱컴퓨터,데스크톱컴퓨터,5,2604000,C364,2025-03-26,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.87,N,4.13,1.0,0.87,0.03,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,10,3
M201810364,데스크톱컴퓨터,데스크톱컴퓨터,5,2392000,C364,2018-06-16,,2023-11-30,,고장/파손,폐품,폐기,경상대학RC행정팀(ERICA),ERICA,5.64,Y,-0.64,1.0,5.64,1.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Train,68,6
M201810365,데스크톱컴퓨터,데스크톱컴퓨터,5,2392000,C364,2018-06-16,,2025-06-05,,수리비용과다,,,경상대학RC행정팀(ERICA),ERICA,7.65,N,-2.65,1.0,7.65,1.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,93,6
M201810366,데스크톱컴퓨터,데스크톱컴퓨터,5,2392000,C364,2018-06-16,,2022-12-12,,고장/파손,폐품,도난,경상대학RC행정팀(ERICA),ERICA,4.72,N,0.28,1.0,4.72,0.89,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,57,6
M201810367,데스크톱컴퓨터,데스크톱컴퓨터,5,2392000,C364,2018-06-16,,2023-10-16,,노후화(성능저하),불용품,폐기,경상대학RC행정팀(ERICA),ERICA,5.38,N,-0.38,1.0,5.38,1.0,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,65,6
M202510368,데스크톱컴퓨터,데스크톱컴퓨터,5,3085000,C364,2025-03-02,,,,,,,경상대학RC행정팀(ERICA),ERICA,0.94,N,4.06,1.0,0.94,0.04,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,11,3
